Task Code,Task Description,Status,WBS,Building,Area,Level,Room,Subcontractor,Trade,Responsible Person,Planned Start,Planned Finish,Actual Start,Actual Finish
FAB142101A-04,INSTALL DOOR & HARDWARE - FAB142101A,Not Started,Duct Shaft - 4F -SUW-FAB140201,,,,,,,,2025-11-24 08:00,2025-11-28 17:00,,
FAB142101A-05,PAINT & PROTECT DOORS & FRAMES -  FAB142101A,Not Started,Duct Shaft - 4F -SUW-FAB140201,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
TR-FAB140105A-03,INSTALL DOOR FRAMES - TR - FAB140105A,Complete,IT/Security 1 - 4F -SUW-FAB140105,,,,,,,,2025-07-03 08:00,2025-07-11 17:00,2025-07-03 08:00,2025-07-03 17:00
TR-FAB140105A-04,INSTALL DOOR & HARDWARE - TR - FAB140105A,Not Started,IT/Security 1 - 4F -SUW-FAB140105,,,,,,,,2025-11-21 08:00,2025-11-27 17:00,,
TR-FAB140105A-05,PAINT & PROTECT DOORS & FRAMES -  TR - FAB140105A,Not Started,IT/Security 1 - 4F -SUW-FAB140105,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB140103A-03,INSTALL DOOR FRAMES - FAB140103A,Not Started,Fire Alarm 1 - 4F -SUW-FAB140103,,,,,,,,2025-11-21 08:00,2025-11-21 17:00,,
FAB140103A-04,INSTALL DOOR & HARDWARE - FAB140103A,Not Started,Fire Alarm 1 - 4F -SUW-FAB140103,,,,,,,,2025-11-24 08:00,2025-11-28 17:00,,
FAB140103A-05,PAINT & PROTECT DOORS & FRAMES -  FAB140103A,Not Started,Fire Alarm 1 - 4F -SUW-FAB140103,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB140103A-11,IMPACT - PROCUREMENT - REORDERED DOORS (JAMB DEPTH ISSUE),Complete,Fire Alarm 1 - 4F -SUW-FAB140103,,,,,,,,2025-06-20 08:00,2025-08-14 17:00,2025-06-20 08:00,2025-06-30 17:00
FAB140101A-01,INSTALL DOOR FRAMES - FAB140101A,Not Started,Elevator Hall 1 - 4F -SUW-FAB140101,,,,,,,,2025-12-10 08:00,2025-12-10 17:00,,
FAB140101A-04,INSTALL DOOR & HARDWARE - FAB140101A,Not Started,Elevator Hall 1 - 4F -SUW-FAB140101,,,,,,,,2025-12-12 08:00,2025-12-18 17:00,,
FAB140101A-05,PAINT & PROTECT DOORS & FRAMES -  FAB140101A,Not Started,Elevator Hall 1 - 4F -SUW-FAB140101,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB140101B-01,INSTALL DOOR FRAMES - FAB140101B,Not Started,Elevator Hall 1 - 4F -SUW-FAB140101,,,,,,,,2025-12-10 08:00,2025-12-10 17:00,,
FAB140101B-04,INSTALL DOOR & HARDWARE - FAB140101B,Not Started,Elevator Hall 1 - 4F -SUW-FAB140101,,,,,,,,2025-12-12 08:00,2025-12-18 17:00,,
FAB140101B-05,PAINT & PROTECT DOORS & FRAMES -  FAB140101B,Not Started,Elevator Hall 1 - 4F -SUW-FAB140101,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB140601C-01,INSTALL DOOR FRAMES - FAB140601C,Not Started,Elevator Hall 1 - 4F -SUW-FAB140101,,,,,,,,2025-12-10 08:00,2025-12-10 17:00,,
FAB140601C-04,INSTALL DOOR & HARDWARE - FAB140601C,Not Started,Elevator Hall 1 - 4F -SUW-FAB140101,,,,,,,,2025-12-12 08:00,2025-12-18 17:00,,
FAB140601C-05,PAINT & PROTECT DOORS & FRAMES -  FAB140601C,Not Started,Elevator Hall 1 - 4F -SUW-FAB140101,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB140601B-01,INSTALL DOOR FRAMES - FAB140601B,Not Started,Elevator Hall 1 - 4F -SUW-FAB140101,,,,,,,,2025-12-10 08:00,2025-12-10 17:00,,
FAB140601B-04,INSTALL DOOR & HARDWARE - FAB140601B,Not Started,Elevator Hall 1 - 4F -SUW-FAB140101,,,,,,,,2025-12-12 08:00,2025-12-18 17:00,,
FAB140601B-05,PAINT & PROTECT DOORS & FRAMES -  FAB140601B,Not Started,Elevator Hall 1 - 4F -SUW-FAB140101,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB140106A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB140106A,Complete,MCC Rm - 4F -SUW-FAB140106,,,,,,,,2025-09-08 08:00,2025-09-09 17:00,2025-09-08 08:00,2025-09-09 17:00
FAB140106A-03,INSTALL DOOR FRAMES - FAB140106A,Complete,MCC Rm - 4F -SUW-FAB140106,,,,,,,,2025-09-11 08:00,2025-09-11 17:00,2025-09-11 08:00,2025-09-11 17:00
FAB140106A-04,INSTALL DOOR & HARDWARE - FAB140106A,Active,MCC Rm - 4F -SUW-FAB140106,,,,,,,,2025-11-19 08:00,2025-11-25 17:00,2025-11-19 08:00,
FAB140106A-05,PAINT & PROTECT DOORS & FRAMES -  FAB140106A,Not Started,MCC Rm - 4F -SUW-FAB140106,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB140106B-01,INSTALL DOOR FRAMES - FAB140106B,Not Started,MCC Rm - 4F -SUW-FAB140106,,,,,,,,2025-12-10 08:00,2025-12-10 17:00,,
FAB140106B-04,INSTALL DOOR & HARDWARE - FAB140106B,Not Started,MCC Rm - 4F -SUW-FAB140106,,,,,,,,2025-12-12 08:00,2025-12-18 17:00,,
FAB140106B-05,PAINT & PROTECT DOORS & FRAMES -  FAB140106B,Not Started,MCC Rm - 4F -SUW-FAB140106,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB140106A-40,IMPACT - SECAI LAYDOWN FOR DOORS AND FRAMES - FAB140106A,Complete,MCC Rm - 4F -SUW-FAB140106,,,,,,,,2025-07-09 08:00,2025-07-15 17:00,2025-07-09 08:00,2025-09-08 17:00
FAB140109A-01,INSTALL DOOR FRAMES - FAB140109A,Complete,I/O Rm - 4F -SUW-FAB140109,,,,,,,,2025-09-08 08:00,2025-09-08 17:00,2025-09-08 08:00,2025-09-08 17:00
FAB140109A-04,INSTALL DOOR & HARDWARE - FAB140109A,Active,I/O Rm - 4F -SUW-FAB140109,,,,,,,,2025-09-10 08:00,2025-09-16 17:00,2025-09-10 08:00,
FAB140109A-05,PAINT & PROTECT DOORS & FRAMES -  FAB140109A,Not Started,I/O Rm - 4F -SUW-FAB140109,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB140109A-30,IMPACT - SECAI LAYDOWN FOR DOORS AND FRAMES - FAB140109A,Complete,I/O Rm - 4F -SUW-FAB140109,,,,,,,,2025-07-09 08:00,2025-07-15 17:00,2025-07-09 08:00,2025-09-04 17:00
FAB140104A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB140104A,Complete,Duct Shaft - 4F -SUW-FAB140104,,,,,,,,2025-05-01 08:00,2025-05-09 17:00,2025-05-01 08:00,2025-05-06 17:00
FAB140104A-03,INSTALL DOOR FRAMES - FAB140104A,Complete,Duct Shaft - 4F -SUW-FAB140104,,,,,,,,2025-09-11 08:00,2025-09-11 17:00,2025-05-06 00:00,2025-05-06 16:00
FAB140104A-04,INSTALL DOOR & HARDWARE - FAB140104A,Active,Duct Shaft - 4F -SUW-FAB140104,,,,,,,,2025-11-10 08:00,2025-11-14 17:00,2025-11-10 08:00,
FAB140104A-05,PAINT & PROTECT DOORS & FRAMES -  FAB140104A,Not Started,Duct Shaft - 4F -SUW-FAB140104,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB140104B-03,INSTALL DOOR FRAMES - FAB140104BB,Not Started,Duct Shaft - 4F -SUW-FAB140104,,,,,,,,2025-11-21 08:00,2025-11-21 17:00,,
FAB140104B-04,INSTALL DOOR & HARDWARE - FAB140104BB,Not Started,Duct Shaft - 4F -SUW-FAB140104,,,,,,,,2025-11-24 08:00,2025-11-28 17:00,,
FAB140104B-05,PAINT & PROTECT DOORS & FRAMES -  FAB140104B,Not Started,Duct Shaft - 4F -SUW-FAB140104,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB140110A-03,INSTALL DOOR FRAMES - FAB140110A,Not Started,Elevator Machine - 4F -SUW-FAB140110,,,,,,,,2025-11-21 08:00,2025-11-21 17:00,,
FAB140110A-04,INSTALL DOOR & HARDWARE - FAB140110A,Not Started,Elevator Machine - 4F -SUW-FAB140110,,,,,,,,2025-11-24 08:00,2025-11-28 17:00,,
FAB140110A-05,PAINT & PROTECT DOORS & FRAMES -  FAB140110A,Not Started,Elevator Machine - 4F -SUW-FAB140110,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB140401A-03,INSTALL DOOR FRAMES - FAB140401A,Not Started,Stair 3 - 4F -SUW-FAB1-ST03,,,,,,,,2025-11-21 08:00,2025-11-21 17:00,,
FAB140401A-04,INSTALL DOOR & HARDWARE - FAB140401A,Not Started,Stair 3 - 4F -SUW-FAB1-ST03,,,,,,,,2025-11-24 08:00,2025-11-28 17:00,,
FAB140401A-05,PAINT & PROTECT DOORS & FRAMES -  FAB140401A,Not Started,Stair 3 - 4F -SUW-FAB1-ST03,,,,,,,,2026-02-16 08:00,2026-02-20 17:00,,
FAB1-ST20D-03,INSTALL DOOR FRAMES - FAB1-ST20D,Not Started,Stair 20 - 4F-SUE-FAB1-ST20,,,,,,,,2025-11-21 08:00,2025-11-21 17:00,,
FAB1-ST20D-04,INSTALL DOOR & HARDWARE - FAB1-ST20D,Not Started,Stair 20 - 4F-SUE-FAB1-ST20,,,,,,,,2025-11-24 08:00,2025-11-28 17:00,,
FAB1-ST20D-05,PAINT & PROTECT DOORS & FRAMES - FAB1-ST20D,Not Started,Stair 20 - 4F-SUE-FAB1-ST20,,,,,,,,2026-02-16 08:00,2026-02-20 17:00,,
FAB142102A-03,INSTALL DOOR FRAMES - FAB142102A,Not Started,TRUSS AREA VESTIBULE - 4F -FIZ-FAB142102 (LVL 4G),,,,,,,,2025-11-21 08:00,2025-11-21 17:00,,
FAB142102A-04,INSTALL DOOR & HARDWARE - FAB142102A,Not Started,TRUSS AREA VESTIBULE - 4F -FIZ-FAB142102 (LVL 4G),,,,,,,,2025-11-24 08:00,2025-11-28 17:00,,
FAB142102A-05,PAINT & PROTECT DOORS & FRAMES -  FAB142102A,Not Started,TRUSS AREA VESTIBULE - 4F -FIZ-FAB142102 (LVL 4G),,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB145101C-02,INSTALL DOOR FRAMES - FAB145101C,Complete,TRUSS AREA VESTIBULE - 4F -FIZ-FAB142102 (LVL 4G),,,,,,,,2025-06-27 08:00,2025-06-30 17:00,2025-06-30 08:00,2025-06-30 16:00
FAB145101C-04,INSTALL DOOR & HARDWARE - FAB145101C,Not Started,TRUSS AREA VESTIBULE - 4F -FIZ-FAB142102 (LVL 4G),,,,,,,,2025-11-21 08:00,2025-11-27 17:00,,
FAB145101C-03,SECAI ROUGH IN FRAME - FAB145101C,Complete,TRUSS AREA VESTIBULE - 4F -FIZ-FAB142102 (LVL 4G),,,,,,,,2025-07-10 08:00,2025-07-10 17:00,2025-06-30 08:00,2025-06-30 16:00
FAB145101C-05,PAINT & PROTECT DOORS & FRAMES -  FAB145101C,Not Started,TRUSS AREA VESTIBULE - 4F -FIZ-FAB142102 (LVL 4G),,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB166101A-04,INSTALL DOOR & HARDWARE - FAB166101A,Not Started,Mechanical Penthouse - 6F - FIZ-FAB166101,,,,,,,,2025-12-12 08:00,2025-12-18 17:00,,
FAB166101A-05,PAINT & PROTECT DOORS & FRAMES -  FAB166101A,Not Started,Mechanical Penthouse - 6F - FIZ-FAB166101,,,,,,,,2026-02-16 08:00,2026-02-19 17:00,,
FAB166101A-03,INSTALL DOOR FRAMES - FAB166101A,Not Started,Mechanical Penthouse - 6F - FIZ-FAB166101,,,,,,,,2025-12-10 08:00,2025-12-10 17:00,,
FAB130505A-03,INSTALL DOOR FRAMES - FAB130505A,Complete,Air Lock 5 - 3F -SUW-FAB130505,,,,,,,,2025-06-13 08:00,2025-06-23 17:00,2025-01-20 08:00,2025-01-20 16:00
FAB130505A-04,INSTALL DOOR & HARDWARE - FAB130505A,Active,Air Lock 5 - 3F -SUW-FAB130505,,,,,,,,2025-06-13 08:00,2025-06-19 17:00,2025-06-13 08:00,
FAB130505A-05,PAINT & PROTECT DOORS & FRAMES -  FAB130505A,Not Started,Air Lock 5 - 3F -SUW-FAB130505,,,,,,,,2026-02-16 08:00,2026-02-17 17:00,,
FAB130505C-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB136102C,Complete,Air Lock 5 - 3F -SUW-FAB130505,,,,,,,,2025-07-29 08:00,2025-08-06 17:00,2025-07-29 08:00,2025-08-06 17:00
FAB130505C-03,INSTALL DOOR FRAMES - FAB130505C,Complete,Air Lock 5 - 3F -SUW-FAB130505,,,,,,,,2025-08-06 08:00,2025-08-06 17:00,2025-08-06 08:00,2025-08-06 17:00
FAB130505C-04,INSTALL DOOR & HARDWARE - FAB130505C,Not Started,Air Lock 5 - 3F -SUW-FAB130505,,,,,,,,2025-11-21 08:00,2025-11-27 17:00,,
FAB130505C-05,PAINT & PROTECT DOORS & FRAMES -  FAB130505C,Not Started,Air Lock 5 - 3F -SUW-FAB130505,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB136108B-03,INSTALL DOOR FRAMES - FAB136108B,Complete,Vestibule 22 - 3F -SUE-FAB136108,,,,,,,,2025-06-02 08:00,2025-06-02 17:00,2025-01-24 08:00,2025-01-24 16:00
FAB136108B-04,INSTALL DOOR & HARDWARE - FAB136108B,Active,Vestibule 22 - 3F -SUE-FAB136108,,,,,,,,2025-05-07 08:00,2025-05-13 17:00,2025-05-07 08:00,
FAB136108B-05,PAINT & PROTECT DOORS & FRAMES -  FAB136108B,Not Started,Vestibule 22 - 3F -SUE-FAB136108,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB136108C-03,INSTALL DOOR FRAMES - FAB136108C,Complete,Vestibule 22 - 3F -SUE-FAB136108,,,,,,,,2025-06-09 13:00,2025-06-10 12:00,2025-02-13 00:00,2025-02-13 12:00
FAB136108C-04,INSTALL DOOR & HARDWARE - FAB136108C,Active,Vestibule 22 - 3F -SUE-FAB136108,,,,,,,,2025-06-11 08:00,2025-06-17 17:00,2025-06-11 08:00,
FAB136108C-05,PAINT & PROTECT DOORS & FRAMES -  FAB136108C,Not Started,Vestibule 22 - 3F -SUE-FAB136108,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB136107A-03,INSTALL DOOR FRAMES - FAB136107A,Complete,Elevator Hall 22 - 3F -SUE-FAB136107,,,,,,,,2025-07-23 13:00,2025-07-24 12:00,2025-01-08 12:00,2025-01-08 12:00
FAB136107A-04,INSTALL DOOR & HARDWARE - FAB136107A,Not Started,Elevator Hall 22 - 3F -SUE-FAB136107,,,,,,,,2025-11-21 08:00,2025-11-27 17:00,,
FAB136107A-05,PAINT & PROTECT DOORS & FRAMES -  FAB136107A,Not Started,Elevator Hall 22 - 3F -SUE-FAB136107,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB136107C-03,INSTALL DOOR FRAMES - FAB136107C,Complete,Elevator Hall 22 - 3F -SUE-FAB136107,,,,,,,,2025-09-25 10:00,2025-10-06 10:00,2025-07-22 10:00,2025-07-23 10:00
FAB136107C-04,INSTALL DOOR & HARDWARE - FAB136107C,Not Started,Elevator Hall 22 - 3F -SUE-FAB136107,,,,,,,,2025-11-21 08:00,2025-11-27 17:00,,
FAB136107C-05,PAINT & PROTECT DOORS & FRAMES -  FAB136107C,Not Started,Elevator Hall 22 - 3F -SUE-FAB136107,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB136107D-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB136107D,Complete,Elevator Hall 22 - 3F -SUE-FAB136107,,,,,,,,2025-09-22 10:00,2025-10-01 10:00,2025-03-27 10:00,2025-04-04 10:00
FAB136107D-03,INSTALL DOOR FRAMES - FAB136107D,Complete,Elevator Hall 22 - 3F -SUE-FAB136107,,,,,,,,2025-07-23 13:00,2025-07-24 12:00,2025-04-04 00:00,2025-04-04 12:00
FAB136107D-04,INSTALL DOOR & HARDWARE - FAB136107D,Not Started,Elevator Hall 22 - 3F -SUE-FAB136107,,,,,,,,2025-11-21 08:00,2025-11-27 17:00,,
FAB136107D-05,PAINT & PROTECT DOORS & FRAMES -  FAB136107D,Not Started,Elevator Hall 22 - 3F -SUE-FAB136107,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB136107C-11,IMPACT - SECAI - ADDED FIRE RATED DOORS (CONCEPT FRAMES INC) - Design changed installed,Complete,Elevator Hall 22 - 3F -SUE-FAB136107,,,,,,,,2025-07-25 08:00,2025-08-01 17:00,2025-07-09 11:35,2025-07-17 15:00
FAB136203A-03,INSTALL DOOR FRAMES - FAB136203A,Complete,Clean Vestibule 21 - 3F -SUE-FAB136203,,,,,,,,2025-06-11 13:00,2025-06-12 12:00,2025-01-17 00:00,2025-01-17 12:00
FAB136203A-04,INSTALL DOOR & HARDWARE - FAB136203A,Not Started,Clean Vestibule 21 - 3F -SUE-FAB136203,,,,,,,,2025-11-21 08:00,2025-11-27 17:00,,
FAB136203A-05,PAINT & PROTECT DOORS & FRAMES -  FAB136203A,Not Started,Clean Vestibule 21 - 3F -SUE-FAB136203,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB136203B-03,INSTALL DOOR FRAMES - FAB136203B,Complete,Clean Vestibule 21 - 3F -SUE-FAB136203,,,,,,,,2025-06-11 13:00,2025-06-12 12:00,2025-01-23 00:00,2025-01-23 12:00
FAB136203B-04,INSTALL DOOR & HARDWARE - FAB136203B,Active,Clean Vestibule 21 - 3F -SUE-FAB136203,,,,,,,,2025-06-19 08:00,2025-06-25 17:00,2025-06-19 08:00,
FAB136203B-05,PAINT & PROTECT DOORS & FRAMES -  FAB136203B,Not Started,Clean Vestibule 21 - 3F -SUE-FAB136203,,,,,,,,2026-02-16 08:00,2026-02-17 17:00,,
FAB136311A-03,INSTALL DOOR FRAMES - FAB136311A,Complete,Elevator Hall 20 - 3F -SUE-FAB136311,,,,,,,,2025-10-20 08:00,2025-10-20 17:00,2025-10-20 08:00,2025-10-20 17:00
FAB136311A-04,INSTALL DOOR & HARDWARE - FAB136311A,Not Started,Elevator Hall 20 - 3F -SUE-FAB136311,,,,,,,,2025-11-21 08:00,2025-11-27 17:00,,
FAB136311A-05,PAINT & PROTECT DOORS & FRAMES - FAB136311A,Not Started,Elevator Hall 20 - 3F -SUE-FAB136311,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB136311B-01,INSTALL DOOR FRAMES - FAB136311B,Complete,Elevator Hall 20 - 3F -SUE-FAB136311,,,,,,,,2025-09-29 08:00,2025-09-29 17:00,2025-09-29 08:00,2025-09-29 17:00
FAB136311B-04,INSTALL DOOR & HARDWARE - FAB136311B,Not Started,Elevator Hall 20 - 3F -SUE-FAB136311,,,,,,,,2025-11-21 08:00,2025-11-27 17:00,,
FAB136311B-05,PAINT & PROTECT DOORS & FRAMES  - FAB136311B,Not Started,Elevator Hall 20 - 3F -SUE-FAB136311,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB136310C-03,INSTALL DOOR FRAMES - FAB136310C,Complete,Vestibule 20 - 3F -SUE-FAB136310,,,,,,,,2025-05-27 08:00,2025-06-04 17:00,2025-01-15 08:00,2025-01-15 16:00
FAB136310C-04,INSTALL DOOR & HARDWARE - FAB136310C,Active,Vestibule 20 - 3F -SUE-FAB136310,,,,,,,,2025-04-01 08:00,2025-04-07 17:00,2025-04-01 08:00,
FAB136310C-05,PAINT & PROTECT DOORS & FRAMES -  FAB136310C,Not Started,Vestibule 20 - 3F -SUE-FAB136310,,,,,,,,2026-02-16 08:00,2026-02-17 17:00,,
FAB136310D-03,INSTALL DOOR FRAMES - FAB136310D,Complete,Vestibule 20 - 3F -SUE-FAB136310,,,,,,,,2025-01-24 08:00,2025-02-27 17:00,2025-01-27 08:00,2025-01-27 16:00
FAB136310D-04,INSTALL DOOR & HARDWARE - FAB136310D,Not Started,Vestibule 20 - 3F -SUE-FAB136310,,,,,,,,2025-11-21 08:00,2025-11-27 17:00,,
FAB136310D-05,PAINT & PROTECT DOORS & FRAMES -  FAB136310D,Not Started,Vestibule 20 - 3F -SUE-FAB136310,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB136406A-03,INSTALL DOOR FRAMES - FAB136406A,Not Started,Clean Vestibule 19 - 3F -SUE-FAB136406,,,,,,,,2025-11-28 08:00,2025-11-28 17:00,,
FAB136406A-04,INSTALL DOOR & HARDWARE - FAB136406A,Not Started,Clean Vestibule 19 - 3F -SUE-FAB136406,,,,,,,,2025-12-01 08:00,2025-12-05 17:00,,
FAB136406A-05,PAINT & PROTECT DOORS & FRAMES -  FAB136406A,Not Started,Clean Vestibule 19 - 3F -SUE-FAB136406,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB136406B-03,INSTALL DOOR FRAMES  - FAB136406B,Not Started,Clean Vestibule 19 - 3F -SUE-FAB136406,,,,,,,,2025-11-28 08:00,2025-11-28 17:00,,
FAB136406B-04,INSTALL DOOR & HARDWARE - FAB136406B,Not Started,Clean Vestibule 19 - 3F -SUE-FAB136406,,,,,,,,2025-12-01 08:00,2025-12-05 17:00,,
FAB136406B-05,PAINT & PROTECT DOORS & FRAMES -  FAB136406B,Not Started,Clean Vestibule 19 - 3F -SUE-FAB136406,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB136406C-03,INSTALL DOOR FRAMES  - FAB136406C,Complete,Clean Vestibule 19 - 3F -SUE-FAB136406,,,,,,,,2025-01-27 08:00,2025-01-27 17:00,2025-01-27 08:00,2025-01-27 17:00
FAB136406C-04,INSTALL DOOR & HARDWARE - FAB136406C,Not Started,Clean Vestibule 19 - 3F -SUE-FAB136406,,,,,,,,2025-11-21 08:00,2025-11-27 17:00,,
FAB136406C-05,PAINT & PROTECT DOORS & FRAMES -  FAB136406C,Not Started,Clean Vestibule 19 - 3F -SUE-FAB136406,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB136407A-03,INSTALL DOOR FRAMES - FAB136407A,Complete,Clean Vestibule 19 - 3F -SUE-FAB136407,,,,,,,,2025-06-10 08:00,2025-06-18 17:00,2025-05-23 08:00,2025-05-23 08:00
FAB136407A-04,INSTALL DOOR & HARDWARE - FAB136407A,Not Started,Clean Vestibule 19 - 3F -SUE-FAB136407,,,,,,,,2025-11-21 08:00,2025-11-27 17:00,,
FAB136407A-05,PAINT & PROTECT DOORS & FRAMES - FAB136407A,Not Started,Clean Vestibule 19 - 3F -SUE-FAB136407,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB136407B-03,INSTALL DOOR FRAMES - FAB136407B,Complete,Clean Vestibule 19 - 3F -SUE-FAB136407,,,,,,,,2025-06-10 08:00,2025-06-18 17:00,2025-05-12 08:00,2025-05-13 16:00
FAB136407B-04,INSTALL DOOR & HARDWARE - FAB136407B,Not Started,Clean Vestibule 19 - 3F -SUE-FAB136407,,,,,,,,2025-11-21 08:00,2025-11-27 17:00,,
FAB136407B-05,PAINT & PROTECT DOORS & FRAMES - FAB136407B,Not Started,Clean Vestibule 19 - 3F -SUE-FAB136407,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB136502C-04,INSTALL DOOR & HARDWARE - FAB136502C,Not Started,Wafer I/O Entrance - 3F -SUE-FAB136501,,,,,,,,2025-11-21 08:00,2025-11-27 17:00,,
FAB136502C-05,PAINT & PROTECT DOORS & FRAMES -  FAB136502C,Not Started,Wafer I/O Entrance - 3F -SUE-FAB136501,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB136502C-03,INSTALL DOOR FRAMES - FAB136502C,Complete,Wafer I/O Entrance - 3F -SUE-FAB136501,,,,,,,,2025-10-20 08:00,2025-10-20 17:00,2025-10-20 08:00,2025-10-20 17:00
FAB136502B-04,INSTALL DOOR & HARDWARE - FAB136502B,Not Started,Wafer I/O Entrance - 3F -SUE-FAB136501,,,,,,,,2025-12-01 08:00,2025-12-05 17:00,,
FAB136502B-05,PAINT & PROTECT DOORS & FRAMES -  FAB136502B,Not Started,Wafer I/O Entrance - 3F -SUE-FAB136501,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB136502B-03,INSTALL DOOR FRAME BY SECAI - FAB136502B - HANDED OVER ON 10/01,Active,Wafer I/O Entrance - 3F -SUE-FAB136501,,,,,,,,2025-10-01 08:00,2025-10-01 17:00,2025-10-01 08:00,
FAB136502C-8,IMPACT - WELDING REQUIRED ON FRAME - FAB136502C,Complete,Wafer I/O Entrance - 3F -SUE-FAB136501,,,,,,,,2025-07-03 08:00,2025-07-10 17:00,2025-07-03 08:00,2025-10-20 17:00
FAB136505A-03,INSTALL DOOR FRAMES - FAB136505A,Complete,Vestibule 18 - 3F -SUE-FAB136505,,,,,,,,2025-05-27 08:00,2025-06-04 17:00,2025-01-14 08:00,2025-01-17 16:00
FAB136505A-04,INSTALL DOOR & HARDWARE - FAB136505A,Not Started,Vestibule 18 - 3F -SUE-FAB136505,,,,,,,,2025-12-01 08:00,2025-12-05 17:00,,
FAB136505A-05,PAINT & PROTECT DOORS & FRAMES - FAB136505A,Not Started,Vestibule 18 - 3F -SUE-FAB136505,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB136505B-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS- FAB136505B,Complete,Vestibule 18 - 3F -SUE-FAB136505,,,,,,,,2025-06-23 08:00,2025-07-01 17:00,2025-01-08 08:00,2025-01-16 16:00
FAB136505B-04,INSTALL DOOR & HARDWARE - FAB136505B,Not Started,Vestibule 18 - 3F -SUE-FAB136505,,,,,,,,2025-11-21 08:00,2025-11-27 17:00,,
FAB136505B-05,PAINT & PROTECT DOORS & FRAMES - FAB136505B,Not Started,Vestibule 18 - 3F -SUE-FAB136505,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB136505C-03,INSTALL DOOR FRAMES - FAB136505C,Complete,Vestibule 18 - 3F -SUE-FAB136505,,,,,,,,2025-06-27 08:00,2025-06-27 17:00,2025-06-25 08:00,2025-06-26 17:00
FAB136505C-04,INSTALL DOOR & HARDWARE - FAB136505C,Active,Vestibule 18 - 3F -SUE-FAB136505,,,,,,,,2025-11-18 08:00,2025-11-24 17:00,2025-11-18 08:00,
FAB136505C-05,PAINT & PROTECT DOORS & FRAMES - FAB136505C,Not Started,Vestibule 18 - 3F -SUE-FAB136505,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB136505A-03A,INSTALL DOOR FRAMES - RE-ORDERED - FAB136505A,Active,Vestibule 18 - 3F -SUE-FAB136505,,,,,,,,2025-08-18 08:00,2025-09-25 17:00,2025-08-18 08:00,
FAB130504A-03,INSTALL DOOR FRAMES - FAB130504A,Complete,Vestibule 5 - 3F -SUW-FAB130504,,,,,,,,2025-05-29 08:00,2025-06-06 17:00,2025-04-28 08:00,2025-04-28 16:00
FAB130504A-04,INSTALL DOOR & HARDWARE - FAB130504A,Active,Vestibule 5 - 3F -SUW-FAB130504,,,,,,,,2025-06-11 08:00,2025-06-17 17:00,2025-06-11 08:00,
FAB130504A-05,PAINT & PROTECT DOORS & FRAMES -  FAB130504A,Not Started,Vestibule 5 - 3F -SUW-FAB130504,,,,,,,,2026-02-16 08:00,2026-02-17 17:00,,
