Task Code,Task Description,Status,WBS,Building,Area,Level,Room,Subcontractor,Trade,Responsible Person,Planned Start,Planned Finish,Actual Start,Actual Finish
CN.AB.AR.5810,TAPE & FINISH DRYWALL - SWA-1 - L2- BATTERY ROOM 2- GL 18-15 K-N,Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,L2 - SubFab Level,BATT. RM 2,,DRYWALL,AMBER CARO,2024-01-02 09:00,2024-01-07 08:00,2024-01-02 07:00,2024-01-07 10:00
CN.AB.AR.5800,DRYWALL 2 SIDE - SWA-1 - L2- BATTERY ROOM 2- GL 18-15 K-N,Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,L2 - SubFab Level,BATT. RM 2,,DRYWALL,AMBER CARO,2023-12-11 07:00,2023-12-15 17:00,2023-12-11 07:00,2023-12-15 17:00
CN.AB.AR.5790,DRYWALL & INSULATION (1 side) (INT) - SWA-1 - L2- BATTERY ROOM 2- GL 18-15 J-N,Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,L2 - SubFab Level,BATT. RM 2,,DRYWALL,AMBER CARO,2023-11-16 07:00,2023-11-19 17:00,2023-11-14 07:00,2023-11-18 11:00
CN.SWA1.1352,TAPE & FINISH DRYWALL- SWA1- GL 18-15  - K LINE  -  L1,Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,L1 - Fndn Slab,DS/AD INTERIORS,,DRYWALL,FIZ DATA CENTER,2024-03-20 11:00,2024-03-26 11:00,2024-03-11 00:00,2024-03-18 00:00
CN.SWA1.1382,PRIMER & PAINT DRYWALL - GL 18-15 - K LINE - L1,Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,L1 - Fndn Slab,DS/AD INTERIORS,FINISH PAINT,TBD Architectural Finishes,FIZ DATA CENTER,2024-10-21 07:00,2024-10-24 17:00,2024-10-19 07:00,2024-10-22 17:00
CN.SWA1.1322,DRYWALL 2 SIDE - SWA1- GL 18-15 - K LINE - L1,Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,L1 - Fndn Slab,DS/AD INTERIORS,,DRYWALL,FIZ DATA CENTER,2024-03-09 08:00,2024-03-17 08:00,2024-03-03 00:00,2024-03-08 00:00
CN.SWA1.1292,DRYWALL & INSULATION (1 side) (INT)- SWA1- GL 18-15 - K LINE - L1,Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,L1 - Fndn Slab,DS/AD INTERIORS,,DRYWALL,FIZ DATA CENTER,2023-12-11 07:00,2023-12-16 15:00,2023-12-11 07:00,2023-12-19 09:00
CN.SWA1.1362,REMEDY - TAPE & FINISH DRYWALL- SWA1- GL 18-15 K LINE L2,Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,L2 - SubFab Level,DS/AD INTERIORS,CHERRY COATING,DRYWALL,FIZ DATA CENTER,2024-08-12 07:00,2024-08-15 17:00,2024-08-10 07:00,2024-08-13 17:00
CN.SWA1.1332,REMEDY - FRAME & DRYWALL - SWA1- GL 18-15 K LINE L2,Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,L2 - SubFab Level,DS/AD INTERIORS,BERG,DRYWALL,FIZ DATA CENTER,2024-07-18 07:00,2024-08-08 17:00,2024-07-17 07:00,2024-08-03 17:00
CN.SWA1.1302,DRYWALL & INSULATION (1 side) (INT) - SWA1- GL 18-15 K LINE - L2,Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,L2 - SubFab Level,DS/AD INTERIORS,,DRYWALL,FIZ DATA CENTER,2024-01-08 09:00,2024-01-14 17:00,2024-01-08 07:00,2024-01-12 15:00
CN.SWA1.1212,TEMP WALLS Framing and Drywall- SWA1- GL 18-15 - L2- GL 18-15 K-N,Complete,SWA - 1,,SUWS-1 - 18-15,L2 - SubFab Level,BATT. RM 1,,DRYWALL,,2024-02-19 07:00,2024-02-23 17:00,2024-02-19 07:00,2024-02-23 17:00
CN.SWA1.1222,TEMP WALLS Framing and Drywall- SWA1- GL 18-15 -  L2- GL 18-15 K-N,Complete,SWA - 1,,SUWS-1 - 18-15,L2 - SubFab Level,BATT. RM 2,,DRYWALL,,2024-01-02 09:00,2024-01-07 08:00,2024-01-16 07:00,2024-01-23 10:00
CN.SWA1.1402,TAPE & FINISH DRYWALL - SWA1- GL 18-15 K LINE  -  L3,Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,L3 / Waffle Slab Level,DS/AD INTERIORS,CHERRY COATING,DRYWALL,FIZ DATA CENTER,2024-08-02 07:00,2024-08-08 17:00,2024-07-15 07:00,2024-07-20 17:00
CN.SWA1.1372,DRYWALL 2 SIDE- SWA1- GL 18-15 K LINE - L3,Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,L3 / Waffle Slab Level,DS/AD INTERIORS,BERG,DRYWALL,FIZ DATA CENTER,2024-05-23 07:00,2024-05-30 17:00,2024-05-23 07:00,2024-06-20 17:00
CN.SWA1.1342,DRYWALL & INSULATION (1 side) (INT)- SWA1- GL 18-15 K LINE - L3,Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,L3 / Waffle Slab Level,DS/AD INTERIORS,BERG,DRYWALL,FIZ DATA CENTER,2024-04-15 09:00,2024-04-19 09:00,2024-04-10 09:00,2024-04-19 17:00
CN.SWA1.1232,FRAMING & DRYWALL - ELEVATOR 03 - SWB-1 - ALL LEVELS GL 19-16 (3 sides only),Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,,ELEVATOR,BERG,DRYWALL,JAMES LIVELY,2024-07-17 07:00,2024-08-16 17:00,2024-07-17 07:00,2024-08-14 17:00
CN.AB.AR.4810,OVERHEAD DOOR DIMENSIONS FIELD MEASURE- SUW1 - GL 18-15 - L1 - C-E,Complete,SWA - 1,,SUWS-1 - 18-15,EXTERIOR SKIN,,,INSULATED METAL PANELS,,2023-11-27 08:00,2023-11-28 14:00,2023-11-16 08:00,2023-11-17 16:00
CN.SWA1.6480,Drywall Clips & AMTS Installs Support Beams - SWA-1 L4 GL 18-15 - K LINE,Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,L4 - SUP Roof - FAB Roof,DS/AD INTERIORS,SECAI,Fireproofing,HOON WOO,2024-03-25 07:00,2024-04-01 10:00,2024-03-20 07:00,2024-04-05 17:00
CN.SWA1.6610,REMAINING DRYWALL & INSULATION (1 side) (INT)- SWA1- GL 18-15 - K LINE - L1,Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,L1 - Fndn Slab,DS/AD INTERIORS,,DRYWALL,FIZ DATA CENTER,2023-12-11 07:00,2023-12-16 15:00,2023-12-11 07:00,2023-12-19 09:00
CN.SWA1.6650,INSTALL ELEVATOR HSS STEEL DOOR OPENINGS - ELEVATOR 03 - SWB-1 - ALL LEVELS GL 19-16 [INCOMPLETE SWO],Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,,ELEVATOR,W&W,DRYWALL,JAMES LIVELY,2024-04-15 07:00,2024-04-30 17:00,2024-03-18 07:00,2024-04-24 17:00
CN.SWA1.9580,IMPACT - APACHE DEMO DRYWALL & SCRAPE FIREPROOFING SFRM-1 - ELEVATOR 03 - ALL LEVELS,Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,,ELEVATOR,W&W,Steel Erection,JAMES LIVELY,2024-09-03 07:00,2024-09-13 17:00,2024-08-09 07:00,2024-08-13 17:00
CN.SWA1.9630,IMPACT - COMPLETE REMAINING DRYWALL LEAVEOUTS FOR FIREPROOFING - ELEVATOR 03,Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,,ELEVATOR,W&W,Steel Erection,JAMES LIVELY,2024-09-23 07:00,2024-10-01 17:00,2024-08-21 07:00,2024-08-27 17:00
CN.SWA1.9650,COMPLETE MECHANICAL ROOM FRAMING / DRYWALL / TAPE & FLOAT + CEILING - ELEVATOR 03,Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,,ELEVATOR,W&W,Steel Erection,JAMES LIVELY,2024-08-02 07:00,2024-09-04 17:00,2024-08-01 07:00,2024-08-23 17:00
CN.SWA1.9660,COMPLETE REMAINING HSS STEEL DOOR OPENINGS - ELEVATOR 03,Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,,ELEVATOR,W&W,DRYWALL,JAMES LIVELY,2025-01-08 07:00,2025-01-31 17:00,2025-01-08 07:00,2025-01-16 17:00
CN.SWA1.9690,"COMPLETE REMAINING FRAMING, DRYWALL, FIRE CAULKING - INTERIOR SHAFT & DOOR FRONTS - ELEVATOR 03",Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,,ELEVATOR,W&W,Steel Erection,JAMES LIVELY,2025-02-26 07:00,2025-03-21 17:00,2025-02-26 07:00,2025-03-24 17:00
CN.SWA1.9710,INSTALL PERMANENT DOOR & FRAME - MECHANICAL ROOM - FAB110303A - ELEVATOR 03,Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,,ELEVATOR,W&W,Steel Erection,JAMES LIVELY,2025-04-21 07:00,2025-04-28 17:00,2025-03-26 07:00,2025-04-01 13:00
CN.SWA1.9720,"FINAL TURNOVER - SHAFT, DOOR FRONT, MECHANICAL ROOM - ELEVATOR 03 - Complete turned over on",Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,,ELEVATOR,W&W,Steel Erection,JAMES LIVELY,2025-05-21 17:00,2025-05-21 17:00,2025-04-25 17:00,2025-04-25 17:00
CN.SWA1.9730,"COMPLETE FRAMING, DRYWALL, FIRE CAULKING - DOOR FRONTS - ELEVATOR 03",Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,,ELEVATOR,W&W,Steel Erection,JAMES LIVELY,2025-04-21 07:00,2025-05-09 17:00,2025-03-18 12:00,2025-03-25 17:00
CN.SWA1.9740,TAPE & FLOAT - DOOR FRONTS - ELEVATOR 03,Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,,ELEVATOR,W&W,Steel Erection,JAMES LIVELY,2025-05-12 07:00,2025-05-21 17:00,2025-04-16 07:00,2025-04-22 17:00
CN.SWA1.9750,SECAI - INSTALL ELEVATOR DOOR FRONTS - ELEVATOR 03,Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,,ELEVATOR,W&W,DRYWALL,JAMES LIVELY,2025-04-25 07:00,2025-05-01 17:00,2025-04-14 07:00,2025-04-15 17:00
CN.SWA1.9780,SECAI - ELEVATOR C-CHANNEL DOOR JAMBS DESIGN / QUOTE CLARIFICATION RFI 1570 - ELEVATOR 03(NOT REQUIRED),Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,,ELEVATOR,W&W,DRYWALL,JAMES LIVELY,2024-12-23 07:00,2024-12-31 17:00,2024-09-19 07:00,2024-11-01 17:00
CN.SWA1.9810,SECAI - ELEVATOR C-CHANNEL DOOR JAMBS DESIGN / QUOTE CLARIFICATION RFI 1570  - ELEVATOR 20(NOT REQUIRED),Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,,ELEVATOR,W&W,DRYWALL,JAMES LIVELY,2024-12-23 07:00,2024-12-31 17:00,2024-09-19 07:00,2024-11-01 17:00
CN.SWA1.9830,SECAI - ELEVATOR C-CHANNEL DOOR JAMBS DESIGN / QUOTE CLARIFICATION  RF1 1570- ELEVATOR 22(NOT REQUIRED),Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,,ELEVATOR,W&W,DRYWALL,JAMES LIVELY,2024-12-23 07:00,2024-12-31 17:00,2024-09-19 07:00,2024-11-01 17:00
CN.SWA1.9860,SECAI - ELEVATOR C-CHANNEL DOOR JAMBS DESIGN / QUOTE CLARIFICATION  - ELEVATOR 5,Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,,ELEVATOR,W&W,DRYWALL,JAMES LIVELY,2024-12-23 07:00,2024-12-31 17:00,2024-09-19 07:00,2024-10-29 17:00
CN.SWA1.9870,ELEVATOR C-CHANNEL DOOR FAB & INSTALL - ELEVATOR 5- no longer needed C Channel,Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,,ELEVATOR,W&W,DRYWALL,JAMES LIVELY,2024-11-21 07:00,2025-02-17 17:00,2024-10-22 12:00,2024-10-29 17:00
CN.SWA1.9890,SECAI - ELEVATOR C-CHANNEL DOOR JAMBS DESIGN / QUOTE CLARIFICATION RFI- 1570  - ELEVATOR 1B(NOT REQUIRED),Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,,ELEVATOR,W&W,DRYWALL,JAMES LIVELY,2024-12-23 07:00,2024-12-31 17:00,2024-09-19 07:00,2024-11-01 17:00
CN.SWA1.9920,SECAI - ELEVATOR C-CHANNEL DOOR JAMBS DESIGN / QUOTE CLARIFICATION- RFI 1570  - ELEVATOR 01(NOT REQUIRED),Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,,ELEVATOR,W&W,DRYWALL,JAMES LIVELY,2024-12-23 07:00,2024-12-31 17:00,2024-09-19 07:00,2024-11-01 17:00
CN.SWA1.10030,IMPACT - PATRIOT BENT PLATE FIX - FINISH DRYWALL AND PARAPET - GL 17-18 - L LINE (DS AREA) [VOC ROOM],Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,EXTERIOR SKIN,,KOVACH,INSULATED METAL PANELS,JAMES LIVELY,2025-01-14 07:00,2025-01-20 17:00,2025-01-14 07:00,2025-01-22 17:00
CN.AB.AR.8370,FINISH DRYWALL & FINISHES - AIRLOCK 3 - GL 17-19 - L-M - L3,Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,L3 / Waffle Slab Level,AIRLOCKS & VESTABLES,BERNCO,TBD Architectural Finishes,JAMES LEE,2025-01-23 07:00,2025-01-27 17:00,2025-01-23 07:00,2025-02-01 17:00
CN.AB.AR.8380,FINISH DRYWALL & FINISHES - CLEAN VESTIBULE 4 - GL 17-19 - L-M - L3,Complete,SWA - 1,West Support Building,SUWN-2 - 21-24,L3 / Waffle Slab Level,AIRLOCKS & VESTABLES,BERNCO,TBD Architectural Finishes,JAMES LEE,2025-02-04 07:00,2025-02-12 17:00,2025-02-04 07:00,2025-02-19 17:00
CN.AB.AR.8460,FINISH DRYWALL & FINISHES - VESTIBULE 3 - GL 17-19 - L-M - L3,Complete,SWA - 1,West Support Building,SUWS-1 - 18-15,L3 / Waffle Slab Level,AIRLOCKS & VESTABLES,BERNCO,TBD Architectural Finishes,JAMES LEE,2025-02-05 07:00,2025-02-13 17:00,2025-02-05 07:00,2025-09-08 17:00
CN.AB.AR.8520,FINISH DRYWALL & FINISHES - CLEAN VESTIBULE 4 - K/23 - L2,Complete,SWA - 1,West Support Building,SUWN-2 - 21-24,L2 - SubFab Level,AIRLOCKS & VESTABLES,BERNCO,TBD Architectural Finishes,JAMES LEE,2025-08-04 07:00,2025-08-05 17:00,2025-08-04 07:00,2025-08-15 17:00
CN.AB.AR.8530,FINISH DRYWALL & FINISHES - CLEAN VESTIBULE 19 - D/25-29 - L2,Not Started,SWA - 1,West Support Building,SUEN-3 - 25-28,L2 - SubFab Level,AIRLOCKS & VESTABLES,BERNCO,TBD Architectural Finishes,JAMES LEE,2025-11-21 07:00,2025-11-24 17:00,,
CN.AB.AR.8540,FINISH DRYWALL & FINISHES - CLEAN VESTIBULE 21 - D/13 - L2,Complete,SWA - 1,West Support Building,SUEN-1 - 19-22,L2 - SubFab Level,AIRLOCKS & VESTABLES,BERNCO,TBD Architectural Finishes,JAMES LEE,2025-07-24 07:00,2025-07-25 17:00,2025-07-24 07:00,2025-07-25 17:00
CN.AB.AR.8620,IMPACT - SECAI ADDS OPENING IMPENDING DRYWALL COMPLETION - CLEAN VESTIBULE 4 - GL 17-19 - L-M - L3,Complete,SWA - 1,West Support Building,SUWN-2 - 21-24,L3 / Waffle Slab Level,AIRLOCKS & VESTABLES,BERNCO,TBD Architectural Finishes,JAMES LEE,2025-02-04 07:00,2025-02-12 17:00,2025-01-25 07:00,2025-02-14 17:00
CN.SWA2.1130,PH1- AD STEEL FRAME INSTALL - SWA-2 fab side,Complete,SWA - 2,West Support Building,SUWS-2 - 15-12,DS/AD,,,Steel Erection,SEAN MONK,2023-10-24 07:00,2023-10-28 09:00,2023-10-23 07:00,2023-10-28 10:00
CN.AB.AR.2860,TAPE & FINISH DRYWALL - WASTE WATER TANK RM SOUTH - SWA2 - GL 12-15 - L-N - L1,Complete,SWA - 2,West Support Building,SUWS-2 - 15-12,L1 - Fndn Slab,WASTE WATER TANK RM,CHERRY COATING,DRYWALL,AMBER CARO,2024-06-25 07:00,2024-07-02 17:00,2024-03-25 07:00,2024-04-01 00:00
CN.AB.AR.4460,DRYWALL 2 SIDE - WASTE WATER TANK RM SOUTH - SWA2 - GL 12-15 - L-N - L1,Complete,SWA - 2,West Support Building,SUWS-2 - 15-12,L1 - Fndn Slab,WASTE WATER TANK RM,BERG,DRYWALL,AMBER CARO,2024-03-25 07:00,2024-03-29 17:00,2024-03-23 16:05,2024-03-29 16:05
CN.AB.AR.4470,DRYWALL & INSULATION (1 side) (INT) - SWA-2-L1-WASTE WATER TANK RM SOUTH- GL 12-15 L-N,Complete,SWA - 2,West Support Building,SUWS-2 - 15-12,L1 - Fndn Slab,WASTE WATER TANK RM,,DRYWALL,AMBER CARO,2024-02-01 09:00,2024-02-05 09:00,2024-02-01 09:00,2024-02-05 13:00
CN.SWA2.1490,PH1- DS STEEL FRAME INSTALL - SWA-2 Comeback Sup Side (10-14),Complete,SWA - 2,West Support Building,SUWS-2 - 15-12,DS/AD,,,Steel Erection,SEAN MONK,2023-10-30 07:00,2023-11-04 09:00,2023-10-30 07:00,2023-11-04 10:00
CN.AB.AR.5390,TAPE & FINISH DRYWALL - SWA--L2- ELECTRICAL ROOM GL 12-15 L-N,Complete,SWA - 2,West Support Building,SUWS-2 - 15-12,L2 - SubFab Level,ELECTRIC RM 1,,DRYWALL,AMBER CARO,2024-01-30 13:00,2024-02-03 13:00,2024-01-27 13:00,2024-02-02 16:00
CN.AB.AR.5380,DRYWALL 2 SIDE - SWA-2-L2- ELECTRICAL ROOM GL 12-15 L-N,Complete,SWA - 2,West Support Building,SUWS-2 - 15-12,L2 - SubFab Level,ELECTRIC RM 1,,DRYWALL,AMBER CARO,2024-01-30 13:00,2024-02-03 13:00,2024-01-23 13:00,2024-01-27 16:00
CN.AB.AR.5370,DRYWALL & INSULATION (1 side) (INT) - SWA-2-L2- ELECTRICAL ROOM GL 12-15 L-N,Complete,SWA - 2,West Support Building,SUWS-2 - 15-12,L2 - SubFab Level,ELECTRIC RM 1,,DRYWALL,AMBER CARO,2023-12-18 10:00,2023-12-19 16:00,2023-12-18 10:00,2024-01-08 17:00
CN.AB.AR.5500,TAPE & FINISH DRYWALL - SUB CLEAN ROOM - SWA2 - GL 15-12 - L3,Complete,SWA - 2,West Support Building,SUWS-2 - 15-12,L3 / Waffle Slab Level,SUB CLEAN RM,CHERRY COATING,DRYWALL,AMBER CARO,2024-06-03 07:00,2024-06-10 17:00,2024-06-03 07:00,2024-06-08 17:00
CN.AB.AR.5490,DRYWALL 2 SIDE - SUB CLEAN ROOM - SWA2 - GL 15-12 - L3,Complete,SWA - 2,West Support Building,SUWS-2 - 15-12,L3 / Waffle Slab Level,SUB CLEAN RM,BERG,DRYWALL,AMBER CARO,2024-05-23 07:00,2024-05-31 17:00,2024-05-23 07:00,2024-05-28 17:00
CN.AB.AR.5480,DRYWALL & INSULATION (1 side) (INT) - SWA-2-L2 - SUB CLEAN ROOM CENTRAL,Complete,SWA - 2,West Support Building,SUWS-2 - 15-12,L3 / Waffle Slab Level,SUB CLEAN RM,,DRYWALL,AMBER CARO,2024-04-05 15:00,2024-04-15 15:00,2024-03-13 00:00,2024-03-20 00:00
CN.SWA2.1212,TEMP WALLS Framing and Drywall- SWA2- GL 15-12 - L1,Complete,SWA - 2,,SUWS-2 - 15-12,L2 - SubFab Level,ELECTRIC RM 1,,DRYWALL,,2023-12-11 07:00,2023-12-15 17:00,2023-12-11 07:00,2023-12-15 17:00
CN.SWA2.1362,TAPE & FINISH DRYWALL - SWA2 - GL 15-12 - K LINE - L3,Complete,SWA - 2,West Support Building,SUWS-2 - 15-12,L3 / Waffle Slab Level,DS/AD INTERIORS,CHERRY COATING,DRYWALL,FIZ DATA CENTER,2024-05-20 07:00,2024-05-24 17:00,2024-05-20 07:00,2024-05-24 17:00
CN.SWA2.1352,DRYWALL 2 SIDE - SWA2 - GL 15-12 - K LINE - L3,Complete,SWA - 2,West Support Building,SUWS-2 - 15-12,L3 / Waffle Slab Level,DS/AD INTERIORS,BERG,DRYWALL,FIZ DATA CENTER,2024-05-13 07:00,2024-05-17 17:00,2024-05-11 07:00,2024-05-16 17:00
CN.SWA2.1342,DRYWALL & INSULATION (1 side) (INT)- SWA2- GL 12-15 K LINE - L3,Complete,SWA - 2,West Support Building,SUWS-2 - 15-12,L3 / Waffle Slab Level,DS/AD INTERIORS,,DRYWALL,FIZ DATA CENTER,2024-03-29 11:00,2024-04-02 15:00,2024-03-05 11:00,2024-03-11 16:00
CN.SWA2.1292,TAPE & FINISH DRYWALL - SWA2-  GL 12-15 K LINE-  L1,Complete,SWA - 2,West Support Building,SUWS-2 - 15-12,L1 - Fndn Slab,DS/AD INTERIORS,,DRYWALL,FIZ DATA CENTER,2024-03-09 08:00,2024-03-17 08:00,2024-03-01 00:00,2024-03-06 00:00
CN.SWA2.1312,PRIMER & PAINT DRYWALL - GL 12-15 - K LINE - L1,Complete,SWA - 2,West Support Building,SUWS-2 - 15-12,L1 - Fndn Slab,DS/AD INTERIORS,FINISH PAINT,TBD Architectural Finishes,FIZ DATA CENTER,2024-10-21 07:00,2024-10-24 17:00,2024-10-19 07:00,2024-10-22 17:00
CN.SWA2.1272,DRYWALL 2 SIDE - SWA2- GL 12-15 K LINE - L1,Complete,SWA - 2,West Support Building,SUWS-2 - 15-12,L1 - Fndn Slab,DS/AD INTERIORS,,DRYWALL,FIZ DATA CENTER,2024-02-01 07:00,2024-02-04 17:00,2024-02-01 07:00,2024-02-05 11:00
CN.SWA2.1252,DRYWALL & INSULATION (1 side) (INT) - SWA2- GL 12-15 K LINE - L1,Complete,SWA - 2,West Support Building,SUWS-2 - 15-12,L1 - Fndn Slab,DS/AD INTERIORS,,DRYWALL,FIZ DATA CENTER,2024-01-30 13:00,2024-02-04 11:00,2024-01-26 13:00,2024-01-30 16:00
CN.SWA2.1282,REMEDY - TAPE & FINISH DRYWALL - SWA2 - GL 12-15 - K LINE - L2,Complete,SWA - 2,West Support Building,SUWS-2 - 15-12,L2 - SubFab Level,DS/AD INTERIORS,CHERRY COATING,DRYWALL,FIZ DATA CENTER,2024-08-12 07:00,2024-08-15 17:00,2024-08-10 07:00,2024-08-13 17:00
CN.SWA2.1262,REMEDY - FRAME & DRYWALL - SWA2 - GL 9-16 - K LINE - L2,Complete,SWA - 2,West Support Building,SUWS-2 - 15-12,L2 - SubFab Level,DS/AD INTERIORS,BERG,DRYWALL,FIZ DATA CENTER,2024-07-22 07:00,2024-08-12 17:00,2024-07-22 07:00,2024-08-05 17:00
CN.SWA2.1242,DRYWALL & INSULATION (1 side) (INT) - SWA2- GL 12-15 K LINE - L2 DS/AD,Complete,SWA - 2,West Support Building,SUWS-2 - 15-12,L2 - SubFab Level,DS/AD INTERIORS,,DRYWALL,FIZ DATA CENTER,2024-01-17 07:00,2024-01-21 15:00,2024-01-12 15:00,2024-01-14 16:00
CN.SWA2.6520,Drywall Clips & AMTS Installs Support Beams - SWA-1-L4 GL 12-15 K LINE,Complete,SWA - 2,West Support Building,SUWS-2 - 15-12,L4 - SUP Roof - FAB Roof,DS/AD INTERIORS,,Fireproofing,HOON WOO,2024-03-25 07:00,2024-04-01 10:00,2024-03-14 19:00,2024-03-25 17:00
CN.SWA2.6680,REMEDY - DEMO DRYWALL (INT) - SWA2- GL 9-16 K LINE - L2 DS/AD,Complete,SWA - 2,West Support Building,SUWS-2 - 15-12,L2 - SubFab Level,DS/AD INTERIORS,BERG,DRYWALL,FIZ DATA CENTER,2024-07-08 07:00,2024-07-15 15:00,2024-07-08 07:00,2024-07-13 15:00
CN.SWA3.1110,PH1- AD STEEL FRAME INSTALL - SWA-3 fab side,Complete,SWA - 3,West Support Building,SUWS-3 - 12-9,DS/AD,,,Steel Erection,SEAN MONK,2023-10-02 07:00,2023-10-03 13:00,2023-10-02 07:00,2023-10-08 13:00
CN.AB.AR.2950,TAPE & FINISH DRYWALL - GAS PURIFER NORTH - GL 12-9 - L-N - L1,Complete,SWA - 3,West Support Building,SUWS-3 - 12-9,L1 - Fndn Slab,GAS PURIFIER RM,CHERRY COATING,DRYWALL,AMBER CARO,2024-07-15 07:00,2024-07-19 17:00,2024-07-15 07:00,2024-07-19 17:00
CN.AB.AR.4480,DRYWALL 2 SIDE - SWA-3 - L1- GAS PURIFER NORTH GL 12-9 L-N,Complete,SWA - 3,West Support Building,SUWS-3 - 12-9,L1 - Fndn Slab,GAS PURIFIER RM,,DRYWALL,AMBER CARO,2024-02-01 13:00,2024-02-03 09:00,2024-02-01 13:00,2024-02-03 14:00
CN.AB.AR.4490,DRYWALL & INSULATION (1 side) (INT) - SWA-3 - L1- GAS PURIFER NORTH,Complete,SWA - 3,West Support Building,SUWS-3 - 12-9,L1 - Fndn Slab,GAS PURIFIER RM,,DRYWALL,AMBER CARO,2023-08-28 09:00,2023-09-02 09:00,2023-08-28 09:00,2023-09-02 10:00
CN.SWA3.1500,PH1- DS STEEL FRAME INSTALL - SWA-3 Comeback Sup Side,Complete,SWA - 3,West Support Building,SUWS-3 - 12-9,DS/AD,,,Steel Erection,SEAN MONK,2023-10-12 07:00,2023-10-13 13:00,2023-10-12 07:00,2023-10-13 13:00
CN.AB.AR.5210,TAPE & FINISH DRYWALL - SWA-3 - L2- ELECTRICAL ROOM- GL 12-9,Complete,SWA - 3,West Support Building,SUWS-3 - 12-9,L2 - SubFab Level,ELECTRIC RM 1,,DRYWALL,AMBER CARO,2023-12-22 10:00,2024-01-03 15:00,2023-12-22 10:00,2023-12-29 17:00
CN.AB.AR.5200,DRYWALL 2 SIDE - SWA-3 - L2- ELECTRICAL ROOM- GL 12-9 L-N,Complete,SWA - 3,West Support Building,SUWS-3 - 12-9,L2 - SubFab Level,ELECTRIC RM 1,,DRYWALL,AMBER CARO,2023-12-18 07:00,2023-12-21 17:00,2023-12-18 07:00,2023-12-21 17:00
CN.AB.AR.5190,DRYWALL & INSULATION (1 side) (INT) - SWA-3 - L2- ELECTRICAL ROOM,Complete,SWA - 3,West Support Building,SUWS-3 - 12-9,L2 - SubFab Level,ELECTRIC RM 1,,DRYWALL,AMBER CARO,2023-10-24 07:00,2023-10-28 17:00,2023-10-24 07:00,2023-10-27 10:00
CN.AB.AR.5300,TAPE & FINISH DRYWALL - SUB CLEAN ROOM SOUTH - SWA3 - GL 12-9 - L-N - L3,Complete,SWA - 3,West Support Building,SUWS-3 - 12-9,L3 / Waffle Slab Level,SUB CLEAN RM,CHERRY COATING,DRYWALL,AMBER CARO,2024-06-24 07:00,2024-07-01 17:00,2024-06-24 07:00,2025-09-19 17:00
CN.AB.AR.5290,DRYWALL 2 SIDE - SUB CLEAN ROOM SOUTH - SWA3 - GL 12-9 - L-N - L3,Complete,SWA - 3,West Support Building,SUWS-3 - 12-9,L3 / Waffle Slab Level,SUB CLEAN RM,BERG,DRYWALL,AMBER CARO,2024-05-28 07:00,2024-06-04 17:00,2024-05-28 07:00,2025-09-15 17:00
CN.AB.AR.5280,DRYWALL & INSULATION (1 side) (INT) - SWA-3 - L3 - SUB CLEAN ROOM SOUTH- GL 12-9 L-N,Complete,SWA - 3,West Support Building,SUWS-3 - 12-9,L3 / Waffle Slab Level,SUB CLEAN RM,,DRYWALL,AMBER CARO,2024-02-06 11:00,2024-02-12 11:00,2024-02-06 11:00,2024-02-11 14:00
