Task Code,Task Description,Status,Planned Start,Planned Finish,Actual Start,Actual Finish
CN.SEA1.DS..3080,REMEDY - FRAME & DRYWALL - SEA1 - GL 19-16 - D LINE - L2,Complete,2024-06-24 07:00,2024-07-05 17:00,2024-06-24 07:00,2024-07-02 17:00
CN.AB.AR.4800,OVERHEAD DOOR DIMENSIONS FIELD MEASURE- SEA1 - GL 19-16 - L1 - C-A,Complete,2023-11-27 08:00,2023-11-28 14:00,2023-11-16 08:00,2023-11-17 16:00
CN.SEA1.6540,INSTALL ELEVATOR HSS STEEL DOOR OPENINGS - ELEVATOR 20 - SEA1 - GL 19-16 - B-C - L3,Complete,2024-04-08 07:00,2024-04-18 11:00,2024-03-25 07:00,2025-01-20 17:00
CN.SEA1.DS..4090,REMEDY - FRAME & DRYWALL - SEA1 - GL 15-20 - C LINE - L2,Active,2024-10-15 07:00,2024-11-08 17:00,2024-10-07 07:00,
CN.SEA1.10295,"COMPLETE REMAINING FRAMING, DRYWALL, FIRE CAULKING - INTERIOR SHAFT & DOOR FRONTS - ELEVATOR 20 - complete 5/9",Complete,2025-04-23 07:00,2025-05-16 17:00,2025-03-10 07:00,2025-04-11 17:00
CN.SEA1.10305,IMPACT - COMPLETE REMAINING HSS STEEL DOOR OPENINGS - ELEVATOR 20,Complete,2025-01-16 07:00,2025-02-02 17:00,2025-01-16 07:00,2025-02-20 17:00
CN.SEA1.10325,DESCOPED - TAPE & FLOAT - DOOR FRONTS & SHAFT - ELEVATOR 20,Complete,2025-09-12 07:00,2025-09-16 17:00,2025-07-02 08:31,2025-07-03 17:00
CN.SEA1.10335,SECAI - INSTALL ELEVATOR DOOR FRAMES - ELEVATOR 20 - SECAI TO PROVIDE SCHEDULE,Complete,2025-07-18 07:00,2025-07-24 17:00,2025-06-30 12:00,2025-07-03 17:00
CN.SEA1.10415,DRYWALL - DOOR FRONTS - ELEVATOR 20,Complete,2025-04-22 07:00,2025-05-09 17:00,2025-04-22 07:00,2025-05-09 17:00
CN.SEA2.1110,PH1- AD STEEL FRAME INSTALL - SEA-2 fab side,Complete,2023-05-23 07:00,2023-05-28 15:00,2023-05-23 07:00,2023-06-02 15:00
CN.SEA2.1420,PH1- DS STEEL FRAME INSTALL - SEA-2 Comeback Sup Side,Complete,2023-07-25 13:00,2023-07-30 11:00,2023-07-13 13:00,2023-07-17 17:00
CN.SEA2.6670,REMEDY - FRAME & DRYWALL- SEA2 - GL 16-13 - L2 - D LINE,Complete,2024-07-22 07:00,2024-08-12 17:00,2024-07-19 07:00,2024-07-30 17:00
CN.SEA3.1140,PH1- AD STEEL FRAME INSTALL - SEA-3 fab side,Complete,2023-06-12 07:00,2023-06-16 17:00,2023-06-06 07:00,2023-06-10 17:00
CN.SEA3.1580,PH1- DS STEEL FRAME INSTALL - SEA-3 Comeback Sup Side,Complete,2023-07-24 07:00,2023-07-28 15:00,2023-07-17 07:00,2023-07-29 11:00
CN.SEA4.1120,PH1- AD STEEL FRAME INSTALL - SEA-4 fab side,Complete,2023-08-21 07:00,2023-08-26 15:00,2023-08-12 07:00,2023-08-14 16:00
CN.SEA4.1420,PH1- DS STEEL FRAME INSTALL - SEA-4 Comeback Sup Side,Complete,2023-08-28 07:00,2023-09-02 15:00,2023-08-15 07:00,2023-08-20 16:00
CN.SEA4.1121,REMEDY - FRAME & DRYWALL - SEA4 - GL 9-6 - D LINE - L2,Complete,2024-07-18 07:00,2024-08-08 17:00,2024-07-18 07:00,2024-08-06 17:00
CN.SEA4.6580,REMEDY - FRAME & DRYWALL - SEA4 - GL 13-9 - D LINE - L2,Complete,2024-07-26 07:00,2024-08-19 17:00,2024-07-17 07:00,2024-08-06 17:00
CN.SEA4.6710,REMEDY - FRAME & DRYWALL - SEA4 - GL 5-10 - C LINE - L2,Active,2024-10-07 07:00,2024-10-31 17:00,2024-10-07 07:00,
CN.SEA4.6730,REMEDY - FRAME & DRYWALL - SEA4 - GL 10-15 - C LINE - L2,Active,2024-08-05 07:00,2024-08-28 17:00,2024-08-05 07:00,
CN.SEA5.1120,PH1- AD STEEL FRAME INSTALL - SEA-5 fab side,Complete,2023-08-28 07:00,2023-09-06 09:00,2023-08-28 07:00,2023-09-15 10:00
CN.SWB5.1600,PH1- INSTALL EXTERIOR DOOR / LOUVERS FRAMES - NE PENTHOUSE,Not Started,2025-11-25 07:00,2025-12-01 17:00,,
CN.SWB5.1610,PH1- INSTALL EXTERIOR DOORS / LOUVERS - NE PENTHOUSE,Not Started,2025-11-25 07:00,2025-12-01 17:00,,
CN.SEA5.1440,PH1- DS STEEL FRAME INSTALL - SEA5 FIZ - GL 6-1 - C-E - ROOF Comeback Sup Side,Complete,2023-11-02 07:00,2023-11-05 09:00,2023-11-02 07:00,2023-11-05 12:00
CN.SEA51941,METAL STUD FRAMING (2hr) w DOOR FRAMES - SEA5 FIZ - GL 6-1 - L1 - C-A - OAC MECHANICAL RM & I/O ROOM 1,Complete,2023-10-14 08:00,2023-10-19 14:00,2023-10-14 08:00,2023-11-17 17:00
CN.SEA5.1292,REMEDY - FRAME & DRYWALL - SEA5 FIZ - GL 3-6 - D LINE - L2,Complete,2024-07-15 07:00,2024-08-02 17:00,2024-07-19 07:00,2024-08-06 17:00
CN.AB.AR.6510,INSTALL VIP ROOM GLASS WINDOW & FRAME - SEA5 FIZ - GL 2 - G-F - L3,Complete,2024-09-23 07:00,2024-10-03 17:00,2024-09-21 07:00,2024-09-26 17:00
CN.SEA5.6560,INSTALL ELEVATOR HSS STEEL DOOR OPENINGS - ELEVATOR 22 - SEA5 - GL 6-1 - L2-3,Complete,2024-04-08 07:00,2024-04-18 11:00,2024-03-25 07:00,2024-04-24 17:00
CN.SEA5.9000,IMPACT - REMEDY - FRAME & DRYWALL - SEA5 FIZ - GL 6-3 - D LINE - L1,Complete,2024-07-26 07:00,2024-08-19 17:00,2024-07-22 07:00,2024-09-19 17:00
CN.SEA5.9030,IMPACT - REMEDY - FRAME & DRYWALL - SEA5- GL 9-6 - D LINE - L1,Complete,2024-08-16 07:00,2024-08-30 17:00,2024-08-08 07:00,2024-09-07 17:00
CN.SEA5.9060,IMPACT - REMEDY - FRAME & DRYWALL - SEA3 - GL 13-9 - D LINE - L1,Complete,2024-08-09 07:00,2024-08-26 17:00,2024-08-02 07:00,2024-09-05 17:00
CN.SEA5.9080,IMPACT - REMEDY - FRAME & DRYWALL - SEA2 - GL 16-13 - D LINE - L1,Complete,2024-07-17 07:00,2024-08-06 17:00,2024-07-17 07:00,2024-08-27 17:00
CN.SEA5.9110,IMPACT - REMEDY - FRAME & DRYWALL - SEA3 - GL 19-16 - D LINE - L1,Complete,2024-08-09 07:00,2024-08-26 17:00,2024-08-03 07:00,2024-08-27 17:00
CN.SEA5.9140,IMPACT - REMEDY - FRAME & DRYWALL - SEA3 - GL 19-22 - D LINE - L1,Complete,2024-07-17 07:00,2024-08-06 17:00,2024-07-17 07:00,2024-08-27 17:00
CN.SEA5.9170,IMPACT - REMEDY - FRAME & DRYWALL - SEA3 - GL 22-25 - D LINE - L1,Complete,2024-07-15 07:00,2024-08-02 17:00,2024-07-15 07:00,2024-08-27 17:00
CN.SEA5.9200,IMPACT - REMEDY - FRAME & DRYWALL - SEB3 - GL 25-28 - D LINE - L1,Complete,2024-07-15 07:00,2024-08-02 17:00,2024-07-15 07:00,2024-08-23 17:00
CN.SEA5.9230,IMPACT - REMEDY - FRAME & DRYWALL - SEA3 - GL 28-31 - D LINE - L1,Complete,2024-07-16 07:00,2024-08-05 17:00,2024-07-16 07:00,2024-08-23 17:00
CN.SEA5.9260,IMPACT - REMEDY - FRAME & DRYWALL - SWA3 - GL 31-33 - D LINE - L1,Complete,2024-07-15 07:00,2024-08-02 17:00,2024-07-15 07:00,2024-08-23 17:00
CN.SEA5.9300,IMPACT - REMEDY - FRAME & DRYWALL - SUW4 - GL 9-6 - K LINE - L1,Complete,2024-07-31 07:00,2024-08-23 17:00,2024-07-22 07:00,2024-09-07 17:00
CN.SEA5.9330,IMPACT - REMEDY - FRAME & DRYWALL - SWA3 - GL 12-9 - K LINE - L1,Complete,2024-08-23 07:00,2024-09-16 17:00,2024-08-12 07:00,2024-09-05 17:00
CN.SEA5.9360,IMPACT - REMEDY - FRAME & DRYWALL - SWA3 - GL 15-12 - K LINE - L1,Complete,2024-08-23 07:00,2024-08-27 17:00,2024-08-07 07:00,2024-09-05 17:00
CN.SEA5.9390,IMPACT - REMEDY - FRAME & DRYWALL - SWA3 - GL 18-15 - K LINE - L1,Complete,2024-08-23 07:00,2024-09-12 17:00,2024-08-01 07:00,2024-09-04 17:00
CN.SEA5.9420,IMPACT - REMEDY - FRAME & DRYWALL - SWB3 - GL 18-21 - K LINE - L1,Complete,2024-07-26 07:00,2024-08-19 17:00,2024-07-24 07:00,2024-08-21 17:00
CN.SEA5.9450,IMPACT - REMEDY - FRAME & DRYWALL - SWB3 - GL 21-24 - K LINE - L1,Complete,2024-07-16 07:00,2024-08-05 17:00,2024-07-16 07:00,2024-08-19 17:00
CN.SEA5.9480,IMPACT - REMEDY - FRAME & DRYWALL - SWB3 - GL 24-27 - K LINE - L1,Complete,2024-07-16 07:00,2024-08-05 17:00,2024-07-16 07:00,2024-08-19 17:00
CN.SEA5.9510,IMPACT - REMEDY - FRAME & DRYWALL - SWB3 - GL 27-30 - K LINE - L1,Complete,2024-07-16 07:00,2024-08-05 17:00,2024-07-16 07:00,2024-08-15 17:00
CN.SEA5.9540,IMPACT - REMEDY - FRAME & DRYWALL - SWB3 - GL 30-33 - K LINE - L1,Complete,2024-07-18 07:00,2024-08-08 17:00,2024-07-18 07:00,2024-08-15 17:00
CN.SEA5.9570,IMPACT - REMEDY - FRAME & DRYWALL - SEA5- GL 5-10 - C LINE - L1,Complete,2024-07-15 07:00,2024-08-02 17:00,2024-07-15 07:00,2024-08-15 17:00
CN.SEA5.9600,IMPACT - REMEDY - FRAME & DRYWALL - SEA5- GL 10-13 - C LINE - L1,Complete,2024-07-17 07:00,2024-08-06 17:00,2024-07-17 07:00,2024-08-15 17:00
CN.SEA5.9630,IMPACT - REMEDY - FRAME & DRYWALL - SEA5- GL 13-16 - C LINE - L1,Complete,2024-07-18 07:00,2024-08-08 17:00,2024-07-18 07:00,2024-08-26 17:00
CN.SEA5.9660,IMPACT - REMEDY - FRAME & DRYWALL - SEA5- GL 16-19 - C LINE - L1,Complete,2024-09-03 07:00,2024-09-26 17:00,2024-07-27 07:00,2024-08-24 17:00
CN.SEA5.9690,IMPACT - REMEDY - FRAME & DRYWALL - SEA5- GL 19-22 - C LINE - L1,Complete,2024-07-18 07:00,2024-08-08 17:00,2024-07-18 07:00,2024-08-24 17:00
CN.SEA5.9720,IMPACT - REMEDY - FRAME & DRYWALL - SEA5- GL 22-25 - C LINE - L1,Complete,2024-08-27 07:00,2024-09-19 17:00,2024-08-01 07:00,2024-08-24 17:00
CN.SEA5.9750,IMPACT - REMEDY - FRAME & DRYWALL - 1 LINE - L1- A-N,Complete,2024-06-06 07:00,2024-07-18 17:00,2024-06-06 07:00,2024-07-30 17:00
CN.SEA5.9780,IMPACT - REMEDY - FRAME & DRYWALL - 3 LINE - L1- A-N,Complete,2024-06-11 07:00,2024-07-16 17:00,2024-06-11 07:00,2024-07-25 17:00
CN.SEA5.9821,IMPACT - REMEDY - FRAME & DRYWALL - 1 LINE - L3 - A-N,Complete,2024-06-24 07:00,2024-08-01 17:00,2024-06-24 07:00,2024-09-26 17:00
CN.SEA5.9855,REMEDY - FRAME & DRYWALL - SEA5 - DATA CENTER 2  - GL G-N - D LINE - 1 LINE,Complete,2024-09-20 07:00,2024-10-10 17:00,2024-09-17 07:00,2024-09-30 17:00
CN.SEA5.9885,REMEDY - FRAME & DRYWALL - SEA5 - DATA CENTER 2  - GL G-N - D LINE - 3 LINE,Complete,2024-09-26 07:00,2024-10-15 17:00,2024-09-23 07:00,2025-08-22 17:00
CN.SEA5.10125,IMPACT - REMEDY - FRAME & DRYWALL - SUW4 - GL 3-6 - K LINE - L1,Complete,2024-07-22 07:00,2024-08-12 17:00,2024-07-22 07:00,2024-09-23 17:00
CN.SEA5.10245,IMPACT - REMEDY - FRAME & DRYWALL - SEA5 FIZ - GL 3-5 - C LINE - L1,Complete,2024-07-15 07:00,2024-08-02 17:00,2024-07-15 07:00,2024-08-15 17:00
CN.SEA5.10610,latcon - INSTALL ELEVATOR HSS STEEL DOOR FRONTS - ELEVATOR 22 - 5 per front,Complete,2025-05-13 07:00,2025-06-18 17:00,2025-05-19 07:00,2025-07-03 17:00
CN.SWB5.10890,CEILING STUD FRAME FIX W/ PROPER SPACING - NE - BREEZEWAY - (removal & install framing),Complete,2025-09-04 07:00,2025-09-13 17:00,2025-09-04 07:00,2025-09-07 17:00
CN.SEB1.1110,PH1- AD STEEL FRAME INSTALL - SEB-1 fab side - (South crane moves here),Complete,2023-10-10 13:00,2023-10-13 15:00,2023-10-04 13:00,2023-10-08 08:00
CN.SEB1.1410,PH1- DS STEEL FRAME INSTALL - SEB-1 Comeback Sup Side,Complete,2023-10-09 08:00,2023-10-12 10:00,2023-10-09 08:00,2023-10-12 10:00
CN.SEB1.7420,REMEDY - FRAME & DRYWALL (INT) - SEB2 - GL 22-25 - D LINE - L2,Complete,2024-06-17 07:00,2024-06-21 17:00,2024-06-17 07:00,2024-08-02 17:00
CN.SEB1.8950,REMEDY - FRAME & DRYWALL- SEB1- GL 19-22 -  L2 - D LINE,Complete,2024-06-17 07:00,2024-06-27 17:00,2024-06-17 07:00,2024-08-06 17:00
CN.SEB1.10050,REMEDY - FRAME & DRYWALL (INT) - SEB2 - GL 20-25 - C LINE - L2,Not Started,2025-12-01 07:00,2025-12-05 17:00,,
CN.SEB2.1110,PH1- AD STEEL FRAME INSTALL - SEB-2 fab side,Complete,2023-09-22 15:00,2023-09-25 17:00,2023-09-22 15:00,2023-09-27 11:00
CN.SEB2.1400,PH1- DS STEEL FRAME INSTALL - SEB-2 Comeback Sup Side,Complete,2023-09-29 07:00,2023-10-02 09:00,2023-09-29 07:00,2023-10-03 13:00
CN.SEB3.1110,PH1- AD STEEL FRAME INSTALL - SEB-3 fab side,Complete,2023-09-22 09:00,2023-09-24 13:00,2023-09-15 09:00,2023-09-17 16:00
CN.SEB3.1440,PH1- DS STEEL FRAME INSTALL - SEB-3 Comeback Sup Side,Complete,2023-09-29 09:00,2023-10-01 13:00,2023-09-20 07:00,2023-09-22 16:00
CN.SEB31051,REMEDY - FRAME & DRYWALL (INT) - SEB3 - GL 25-28 - D LINE - L2,Complete,2024-07-23 07:00,2024-07-31 17:00,2024-07-23 07:00,2024-08-12 17:00
CN.SEB3R.4880,IMPACT - ALUMINIUM SLIDING DOOR -SHOP DRAWINGS & FAB - GOAL POSTS - 7A WAFER I/O - SEB3 - GL 25-28 - C-A - L1,Active,2024-09-13 07:00,2024-09-20 17:00,2024-09-13 07:00,
CN.SEB4.1120,PH1- AD STEEL FRAME INSTALL - SEB-4 fab side,Complete,2023-09-05 07:00,2023-09-08 17:00,2023-09-05 07:00,2023-09-08 17:00
CN.SEB4.1470,PH1- DS STEEL FRAME INSTALL - SEB-4 Comeback Sup Side,Complete,2023-09-19 13:00,2023-09-23 15:00,2023-09-11 13:00,2023-09-15 16:00
CN.SEB4.1051,REMEDY - FRAME & DRYWALL (INT) - SEB4 - GL 28-31 - D LINE - L2,Complete,2024-07-22 07:00,2024-07-30 17:00,2024-07-22 07:00,2024-08-12 17:00
CN.SEB4.9030,SECAI - INSTALL ELEVATOR DOOR JAMBS - ELEVATOR 19 - WAITING FOR SCHEDULE - (9/13 ETA turnover),Complete,2025-09-04 07:00,2025-09-17 17:00,2025-08-13 11:51,2025-08-18 17:00
CN.SEB4.9040,INSTALL DRYWALL & FIRE CAULKING - DOOR FRONTS - ELEVATOR 19,Complete,2025-09-18 07:00,2025-10-09 17:00,2025-08-20 07:00,2025-08-29 17:00
CN.SEB4.9050,INSTALL PERMANENT DOOR & FRAME - MECHANICAL ROOM - FAB116526A - ELEVATOR 19,Not Started,2025-12-09 07:00,2025-12-10 17:00,,
CN.SEB4.9070,TAPE & FLOAT - SHAFT & DOOR FRONTS  - ELEVATOR 19,Complete,2025-09-02 07:00,2025-09-08 17:00,2025-09-02 07:00,2025-09-05 17:00
CN.SEB4.9090,INSTALL PERMANENT DOOR & FRAME - MAN DOOR - FAB126502F - ELEVATOR 19,Not Started,2025-11-21 07:00,2025-11-24 17:00,,
CN.SEB5.1120,PH1- AD STEEL FRAME INSTALL - SEB-5 fab side,Complete,2023-08-21 07:00,2023-08-26 15:00,2023-08-17 15:00,2023-08-24 11:00
CN.SWB5.1720,IMPACT - SECAI DEMO TEMP DOOR FRAMES - RE-INSTALL DOOR FRAMES & DOORS - MCC/ IO ROOM - SE PENTHOUSE,Active,2024-10-10 07:00,2024-10-11 17:00,2024-09-26 07:00,
CN.SWB5.1740,PH1- INSTALL EXTERIOR DOORS / LOUVERS - SE PENTHOUSE - MCC ROOF ROOF,Not Started,2025-11-24 07:00,2025-11-26 17:00,,
CN.SEB5.1450,PH1- DS STEEL FRAME INSTALL - SEB-5 Comeback Sup Side,Complete,2023-08-31 11:00,2023-09-06 09:00,2023-08-24 11:00,2023-09-02 09:00
CN.SEB54671,H FRAME FOR ROLL UP DOOR - SEB5 - GL 31-33 - C-A - L1,Not Started,2025-11-21 07:00,2025-11-21 17:00,,
CN.SEB5.4670,INSTALL ROLL UP DOORS (MEP ROUGH IN NOT INCLUDED) - SEA5 - GL 31-33 - C-A - L1,Not Started,2025-11-26 07:00,2025-11-26 17:00,,
CN.SEB5.1041,REMEDY - FRAME & DRYWALL (INT)- SEB5 - GL 31-33 - D LINE - L2,Complete,2024-07-22 07:00,2024-07-30 17:00,2024-07-22 07:00,2024-08-12 17:00
CN.SEB5.6560,INSTALL ELEVATOR HSS STEEL DOOR OPENINGS - ELEVATOR 18 - Expected finish 5/9,Complete,2025-05-07 07:00,2025-05-19 17:00,2025-04-28 07:00,2025-05-16 17:00
CN.SEB5.9300,PREP & INSTALL INSTALL PERMANENT DOOR & FRAME - MECHANICAL ROOM - FAB116514A - ELEVATOR 18,Active,2024-10-01 07:00,2024-10-25 17:00,2024-10-01 07:00,
CN.SEB5.9310,"FINAL TURNOVER - DOOR FRONTS, MECHANICAL ROOM (WITH PERM DOOR) - ELEVATOR 18",Not Started,2025-12-01 17:00,2025-12-01 17:00,,
CN.SEB5.9320,"COMPLETE REMAINING FRAMING, DRYWALL, FIRE CAULKING - DOOR FRONTS - ELEVATOR 18",Complete,2025-06-18 07:00,2025-07-21 17:00,2025-06-05 07:00,2025-07-31 17:00
CN.SEB5.9330,INTERIOR SHAFT & TAPE & FLOAT - SHAFT & DOOR FRONTS  - ELEVATOR 18,Active,2025-09-04 07:00,2025-09-17 17:00,2025-08-25 07:00,
CN.SEB5.9420,"COMPLETE REMAINING FRAMING, DRYWALL, FIRE CAULKING - SHAFT & DOOR FRONTS - ELEVATOR 01B -",Complete,2025-06-13 07:00,2025-07-10 17:00,2025-06-19 07:00,2025-08-01 17:00
INT.P1.DH&HW.1120,Execute Subcontract / NTP - Doors & Hardware - INTERIOR - TEMPORARY,Complete,2023-05-08 07:00,2023-05-14 12:00,2023-04-24 09:00,2023-06-24 16:00
INT.P2.WDP.1320,Execute Subcontract - Wall / Door Protection,Complete,2023-11-11 15:00,2023-11-13 11:00,2023-10-17 15:00,2023-10-19 12:00
INT.P1.DH&HW.1130,Subcontractor Submit Shop Drawings / Product Data - Doors & Hardware - INTERIOR,Complete,2023-08-01 13:00,2023-08-12 09:00,2023-07-03 13:00,2023-09-13 09:00
INT.P2.WDP.1330,Subcontractor Submit Shop Drawings / Product Data - Wall / Door Protection,Complete,2023-10-02 07:00,2023-10-06 15:00,2023-09-11 07:00,2023-09-23 16:00
INT.P1.DH&HW.1140,IMPACT - SECAI / Jacobs Review / Approve shop Drawings - Doors & Hardware - INTERIOR,Complete,2023-10-09 07:00,2023-10-18 14:00,2023-09-14 07:00,2024-01-18 17:00
INT.P1.DH&HW.1150,Fabrication / Lead time - Doors & Hardware - INTERIOR TEMPORARY,Complete,2023-10-09 07:00,2023-10-25 10:30,2023-10-02 07:00,2023-10-30 15:00
DS.SECAI.1140,EXT Door Schedule,Complete,2023-02-20 08:00,2023-02-20 08:00,2023-01-30 08:00,2023-01-30 08:00
DS.SECAI.1150,INT Door Schedule,Complete,2023-02-20 08:00,2023-02-20 08:00,2023-01-30 08:00,2023-01-30 08:00
INT.P1.DH&HW.1160,Execute Subcontract/ NTP - Doors & Hardware - PERMANENT,Complete,2023-08-01 13:00,2023-08-05 13:00,2023-06-08 07:00,2023-06-24 11:00
INT.P1.DH&HW.1170,Subcontractor Submit Shop Drawings / Product Data - Doors & Hardware - PERMANENT,Complete,2023-08-05 14:00,2023-08-16 10:00,2023-07-03 14:00,2023-10-03 17:00
INT.P1.DH&HW.1180,Jacobs Review / Approve shop Drawings - Doors & Hardware - PERMANENT,Complete,2023-10-02 07:00,2023-10-11 13:00,2023-10-04 07:00,2023-10-09 16:00
INT.P1.DH&HW.1190,Fabrication / Lead time - Doors & Hardware Exterior - PERMANENT,Complete,2023-10-09 07:00,2023-11-21 11:00,2023-10-10 07:00,2024-02-25 17:00
INT.P1.DH&HW.1200,Execute RFA - Doors & Hardware - OVERHEAD,Complete,2023-08-28 07:00,2023-09-06 17:00,2023-08-28 07:00,2023-10-20 13:00
INT.P1.DH&HW.1210,Subcontractor Submit Shop Drawings / Product Data - Doors & Hardware - OVERHEAD,Complete,2023-10-17 13:00,2023-10-29 09:00,2023-09-14 14:51,2023-09-26 17:00
INT.P1.DH&HW.1220,Jacobs Review / Approve shop Drawings - Doors & Hardware - OVERHEAD,Complete,2023-11-02 13:00,2023-11-12 09:00,2023-09-28 07:00,2023-10-10 13:00
INT.P1.DH&HW.1230,Fabrication / Lead time - Doors & Hardware - OVERHEAD,Complete,2023-11-27 07:00,2023-12-16 15:00,2023-11-18 07:00,2023-12-22 11:00
INT.P1.DH&HW.1240,SECAI DIRECTIVE TO FABRICATE BASED ON SAMOO 6.6 - Doors & Hardware - INTERIOR,Complete,2023-08-01 13:00,2023-08-12 09:00,2023-09-07 07:00,2023-09-13 09:00
INT.P1.DH&HW.1250,C&B OUTREACH MANUFACTURERS - Doors & Hardware - INTERIOR,Complete,2023-08-01 13:00,2023-08-12 09:00,2023-09-14 07:00,2023-10-12 09:00
IMP.DH&HW.1270,IMPACT - FABRICATE / DELIVER AUTOMATIC ALUMINUM DOORS - QA-1/SA-1 - CLEAN ROOMS (14-16 WEEK LEADTIME),Complete,2023-11-30 07:00,2024-04-04 17:00,2024-05-23 07:00,2025-03-07 17:00
EXT.P1.DH&HW.1270,SECAI DIRECTIVE TO FABRICATE BASED ON SAMOO 6.6 - Doors & Hardware - EXTERIOR,Complete,2023-08-01 13:00,2023-08-12 09:00,2023-09-07 07:00,2023-09-13 09:00
INT.P1.DH&HW.1270,Fabrication / Lead time - Exterior Door Frames - PERMANENT,Complete,2023-10-09 07:00,2023-11-21 11:00,2023-10-10 07:00,2024-02-23 13:00
IMP.DH&HW.1280,IMPACT - Y_SBMT 0626 - PREP & SUBMIT AUTOMATIC ALUMINUM SLIDING DOOR DA-1 SHOP DRAWINGS,Complete,2023-11-30 07:00,2023-12-15 17:00,2024-05-22 07:00,2024-06-11 17:00
IMP.DH&HW.1290,IMPACT - Y_SBMT 0626 - SECAI REVIEW AUTOMATIC ALUMINUM SLIDING DOOR - DA-1 SHOP DRAWINGS - REVISE & RESUBMIT,Complete,2023-11-30 07:00,2023-12-15 17:00,2024-06-12 07:00,2024-06-20 17:00
IMP.DH&HW.1300,IMPACT - Y_SBMT 0626 - Submit Re-Submit AUTOMATIC ALUMINUM SLIDING DOOR - DA-1 SHOP DRAWINGS - R1-R4,Complete,2024-06-28 07:00,2024-07-16 17:00,2024-06-21 07:00,2025-04-07 11:00
IMP.DH&HW.1310,IMPACT - Y_SBMT 0626 - SECAI REVIEW & APPROVE AUTOMATIC ALUMINUM SLIDING DOOR - DA-1 SHOP DRAWINGS - R1-R4,Complete,2025-08-19 11:00,2025-09-03 11:00,2024-10-02 11:00,2025-04-23 11:00
IMP.DH&HW.1320,IMPACT - Y_SBMT 0626 - FABRICATE / DELIVER AUTOMATIC ALUMINUM DOORS DA-1 - CLEAN ROOMS (14-16 WEEK LEADTIME),Complete,2025-09-03 11:00,2025-10-08 11:00,2024-06-12 11:00,2024-10-04 11:00
INT.P1.DH&HW.1280,INTERIOR OVERHEAD COILING DOORS - CCD Negotiation,Complete,2023-11-27 07:00,2023-12-16 15:00,2024-11-11 07:00,2024-12-19 11:00
INT.P1.DH&HW.1290,INTERIOR OVERHEAD COILING DOORS - SAS Redesign - confirmed 1/6/25,Complete,2023-11-27 07:00,2023-12-16 15:00,2024-12-18 07:00,2025-01-06 11:00
INT.P1.DH&HW.1300,IMPACT - INTERIOR OVERHEAD COILING DOORS - UNDER REDESIGN - Y-1356 -SHOP DWGS R1 -R2 - REVIEW AND APPROVAL,Complete,2023-11-27 07:00,2023-12-16 15:00,2025-01-13 07:00,2025-05-30 10:00
INT.P1.DH&HW.1310,INTERIOR OVERHEAD COILING DOORS - RFI ISSUED / ANWERED,Complete,2023-11-27 07:00,2023-12-16 15:00,2025-01-06 07:00,2025-01-10 11:00
INT.P1.DH&HW.1320,IMPACT - INTERIOR OVERHEAD COILING DOORS - UNDER REDESIGN - FABRICATION LEAD TIME,Complete,2025-08-20 07:00,2025-09-29 17:00,2025-06-02 07:00,2025-08-08 17:00
A2000,ALL YATES DOOR FRAME INSPECTION - FAB110110B - turnover frames to SECAI to install,Complete,2025-06-20 08:00,2025-07-21 17:00,2025-06-20 08:00,2025-08-28 17:00
MS.SECAI.GC,SECAI - CONDITION BUILDING - drives door paint,Complete,2025-08-15 08:00,2025-08-15 17:00,2025-08-15 08:00,2025-08-15 17:00
FAB1-A1010,DOORS SCOPE SUBSTANTIAL COMPLETION - SCP Panels L1 FIZ driving,Not Started,2026-05-15 17:00,2026-05-15 17:00,,
IMPACT2 - constraint,IMPACT - RFI 1779/1781/1835 DOOR THRESHOLD AND WP - SHOP DWG - ALL LEVEL 4 EXTERIOR DOORS,Complete,2025-06-20 08:00,2025-07-17 17:00,2025-05-27 08:00,2025-09-23 08:00
IMPACT1 - constraint,IMPACT - PENDING CLADDING MODIFICATION (DBLE DOORS) & CABINET DOORS,Complete,2025-06-20 08:00,2025-07-17 16:00,2025-06-20 08:00,2025-08-22 08:00
FAB146106A-03,INSTALL DOOR FRAMES - FAB146106A,Not Started,2025-11-21 08:00,2025-11-21 17:00,,
FAB146106A-04,INSTALL DOOR & HARDWARE - FAB146106A,Not Started,2025-11-24 08:00,2025-11-28 17:00,,
FAB146106A-05,PAINT & PROTECT DOORS & FRAMES -  FAB146106A,Not Started,2026-02-16 08:00,2026-02-19 15:00,,
FAB146106B-03,INSTALL DOOR FRAMES - FAB146106B,Complete,2025-11-13 08:00,2025-11-13 17:00,2025-11-13 08:00,2025-11-13 17:00
FAB146106B-04,INSTALL DOOR & HARDWARE - FAB146106B,Not Started,2025-11-21 08:00,2025-11-27 17:00,,
FAB146106B-05,PAINT & PROTECT DOORS & FRAMES -  FAB146106B,Not Started,2026-02-16 08:00,2026-02-19 15:00,,
FAB146107A-03,INSTALL DOOR FRAMES - FAB146107A,Not Started,2025-12-01 08:00,2025-12-02 17:00,,
FAB146107A-04,INSTALL DOOR & HARDWARE - FAB146107A,Not Started,2025-12-03 08:00,2025-12-09 17:00,,
FAB146107A-05,PAINT & PROTECT DOORS & FRAMES -  FAB146107A,Not Started,2026-02-16 08:00,2026-02-19 15:00,,
