task_id,task_code,task_name,status_code,target_start_date,target_end_date,act_start_date,act_end_date,labor_budgeted_hrs,labor_remaining_hrs,labor_actual_reg_hrs,labor_actual_ot_hrs,labor_resources,equip_budgeted_hrs,equip_remaining_hrs,equip_actual_hrs,equipment_resources,total_budgeted_hrs,total_actual_hrs
100228295,CN.AB1.ST.1460,PH1- FIRE PROOFING - INTUMSCENT PAINT / EPOXY BOTTOM CORD (L3) - B2 GL 21-24,TK_Complete,2023-07-03 07:00,2023-07-10 13:00,2023-07-03 07:00,2023-09-28 17:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228309,CN.B3.ST.1210,STEEL PRE-ASSEMBLE TRUSSES - B3 - 25,TK_Complete,2023-01-31 07:00,2023-02-07 11:00,2023-01-26 07:00,2023-02-04 16:00,1092.0,0.0,1092.0,0.0,"W&W Fab Bldg West Half Erection Team, W&W Fab Bldg East Half Erection Team",42.0,0.0,42.0,"LR 1500 Crawler with Jib, 55 Ton Mobile Support Crane",1134.0,1134.0
100228310,xN.AB3.ST.1000,PH1-ERECT STEEL TRUSSES & INFILL - B3 - 25,TK_Complete,2023-03-21 13:00,2023-03-25 17:00,2023-03-21 13:00,2023-03-27 09:00,1092.0,0.0,1092.0,0.0,"W&W Fab Bldg West Half Erection Team, W&W Fab Bldg East Half Erection Team",42.0,0.0,42.0,"LR 1500 Crawler with Jib, 55 Ton Mobile Support Crane",1134.0,1134.0
100228311,xN.AB3.ST.1010,PH1-ERECT ROOF DECKING GL 24 - 25 - B3,TK_Complete,2023-04-24 15:00,2023-04-29 15:00,2023-04-25 07:00,2023-05-04 17:00,210.0,0.0,210.0,0.0,W&W Roof Decking Crew DSAD,0.0,0.0,0.0,,210.0,210.0
100228312,xN.AB3.ST.1020,PH1-ERECT ROOFING - B3,TK_Complete,2023-07-28 15:00,2023-08-07 11:00,2023-07-14 15:00,2023-07-21 15:00,80.0,0.0,80.0,0.0,Main Fab Roof Crew,0.0,0.0,0.0,,80.0,80.0
100228314,CN.A1.CF.1150,"PH1- SLAB B3 (B10, C10, D10, E10)",TK_Complete,2023-01-31 07:00,2023-02-09 09:00,2023-01-27 07:00,2023-02-18 16:00,748.0,0.0,748.0,0.0,CIP Concrete SOG Crews,22.0,0.0,22.0,50-75 Ton Mobile Support Crane,770.0,770.0
100228316,CN.AB3.ST.1060,PH1-ERECT PRECAST WAFFLES GL 24 - 25 (L3) - B3,TK_Complete,2023-06-12 07:00,2023-06-15 11:00,2023-06-09 07:00,2023-06-12 07:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228317,CN.B3.CF.1020,SEQ3-ERECT COLUMNS (36nos) & GIRDERS (16 nos) (E-G-J)- GL25-28 - B3,TK_Complete,2023-03-09 09:00,2023-03-13 09:00,2023-03-09 09:00,2023-03-14 13:00,63.0,0.0,63.0,0.0,Precast Erect Main Columns,7.0,0.0,7.0,LR-1300 330 Ton Crawler Crane,70.0,70.0
100228318,xN.AB3.ST.1040,PH1-ERECT PRECAST SUBFAB GL 24 - 25 (L2) - B3,TK_Complete,2023-06-15 11:00,2023-06-16 17:00,2023-06-12 11:00,2023-06-12 17:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228319,CN.B3.CF.1030,PH1- ERECT INTERMEDIATE COLUMNS/GIRDERS (H&F) - FAB NORTH- GL25-28 - B3,TK_Complete,2023-03-27 07:00,2023-03-31 17:00,2023-03-27 07:00,2023-03-31 17:00,63.0,0.0,63.0,0.0,Precast Erect Main Columns,7.0,0.0,7.0,LR-1300 330 Ton Crawler Crane,70.0,70.0
100228325,CN.AB3.ST.1180,PH1-WAFFLE COATING (Bottom and Top) (L2&3) - B3 GL 22-26,TK_Complete,2024-02-22 15:00,2024-02-23 13:00,2023-06-12 15:00,2023-06-24 13:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228326,CN.B3.ST.1220,STEEL PRE-ASSEMBLE TRUSSES - B3 - 26,TK_Complete,2023-02-27 07:00,2023-03-06 11:00,2023-02-27 07:00,2023-03-07 13:00,1092.0,0.0,1092.0,0.0,"W&W Fab Bldg West Half Erection Team, W&W Fab Bldg East Half Erection Team",42.0,0.0,42.0,"LR 1500 Crawler with Jib, 55 Ton Mobile Support Crane",1134.0,1134.0
100228327,xN.AB3.ST.1060,PH1-ERECT STEEL TRUSSES & INFILL - B3 - 26,TK_Complete,2023-04-03 07:00,2023-04-08 11:00,2023-04-03 07:00,2023-04-08 12:00,1092.0,0.0,1092.0,0.0,"W&W Fab Bldg West Half Erection Team, W&W Fab Bldg East Half Erection Team",42.0,0.0,42.0,"LR 1500 Crawler with Jib, 55 Ton Mobile Support Crane",1134.0,1134.0
100228328,CN.B3.ST.1230,STEEL PRE-ASSEMBLE TRUSSES - B3 - 27,TK_Complete,2023-02-27 07:00,2023-03-06 11:00,2023-02-27 07:00,2023-03-07 13:00,1092.0,0.0,1092.0,0.0,"W&W Fab Bldg West Half Erection Team, W&W Fab Bldg East Half Erection Team",42.0,0.0,42.0,"LR 1500 Crawler with Jib, 55 Ton Mobile Support Crane",1134.0,1134.0
100228329,xN.AB3.ST.1070,PH1-ERECT STEEL TRUSSES & INFILL - B3 - 27,TK_Complete,2023-04-03 07:00,2023-04-08 11:00,2023-04-03 07:00,2023-04-08 12:00,1092.0,0.0,1092.0,0.0,"W&W Fab Bldg West Half Erection Team, W&W Fab Bldg East Half Erection Team",42.0,0.0,42.0,"LR 1500 Crawler with Jib, 55 Ton Mobile Support Crane",1134.0,1134.0
100228334,xN.AB2.ST.1090,PH1-FRP SLAB ROOF - B2 GL 23 - 25,TK_Complete,2023-05-01 07:00,2023-05-05 17:00,2023-05-01 07:00,2023-05-05 17:00,80.0,0.0,80.0,0.0,Main Fab Roof Crew,0.0,0.0,0.0,,80.0,80.0
100228335,xN.AB3.ST.1090,PH1-ERECT PRECAST SUBFAB GL 25 - 26 (L2) - B3,TK_Complete,2023-06-17 08:00,2023-06-18 14:00,2023-06-14 08:00,2023-06-16 15:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228336,xN.AB3.ST.1100,PH1-ERECT PRECAST SUBFAB GL 26 - 27 (L2) - B3,TK_Complete,2023-06-19 15:00,2023-06-22 11:00,2023-06-19 15:00,2023-06-24 16:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228337,CN.AB3.ST.1260,PH1-ERECT PRECAST WAFFLES GL 25 - 26 (L3) - B3,TK_Complete,2023-06-15 11:00,2023-06-16 17:00,2023-06-12 11:00,2023-06-14 17:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228338,CN.AB3.ST.1270,PH1-ERECT PRECAST WAFFLES GL 26 - 27 (L3) - B3,TK_Complete,2023-07-03 07:00,2023-07-06 13:00,2023-06-16 07:00,2023-06-20 07:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228339,xN.AB3.ST.1110,PH1-ERECT ROOF DECKING GL 25 - 26 - B3,TK_Complete,2023-05-23 07:00,2023-05-27 17:00,2023-05-08 07:00,2023-05-12 15:00,210.0,0.0,210.0,0.0,W&W Roof Decking Crew DSAD,0.0,0.0,0.0,,210.0,210.0
100228340,xN.AB3.ST.1120,PH1-ERECT ROOF DECKING GL 26 - 27 - B3,TK_Complete,2023-05-23 07:00,2023-05-27 17:00,2023-05-23 07:00,2023-05-30 09:00,210.0,0.0,210.0,0.0,W&W Roof Decking Crew DSAD,0.0,0.0,0.0,,210.0,210.0
100228341,CN.AB1.ST.1480,PH1- FIRE PROOFING TOUCH UP PRIME - SFRM STEEL COLUMNS / TRUSS WEB / TOP CORD - B3 - GL 24-27 - L3,TK_Complete,2024-07-09 07:00,2024-07-17 17:00,2024-07-05 07:00,2024-07-12 17:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228342,CN.AB1.ST.1810,PH1- FIRE PROOFING - INTUMSCENT PAINT / EPOXY BOTTOM CORD (L3) - B3 GL 24-27,TK_Complete,2023-07-11 15:00,2023-07-17 11:00,2023-07-11 15:00,2023-09-23 16:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228353,CN.AB3.ST.2260,PH1-WAFFLE RAKER COATING - (L2&3) - B3 GL 18-26 WEST (R2W),TK_Complete,2024-03-11 07:00,2024-03-29 16:00,2024-03-08 07:00,2024-04-06 17:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228354,CN.AB3.ST.2270,PH1-WAFFLE RAKER COATING - (L2&3) - B3 GL 18-26 EAST (R2E),TK_Complete,2024-03-11 07:00,2024-04-05 17:00,2024-03-09 07:00,2024-06-11 17:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228361,CN.AB1.ST.2290,PH1- FIRE PROOFING TOUCH UP PRIME - SFRM STEEL COLUMNS / TRUSS WEB / TOP CORD - A4 - GL 9-6 - L3,TK_Complete,2024-05-30 07:00,2024-06-07 17:00,2024-05-30 07:00,2024-06-27 17:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228362,CN.AB1.ST.2310,PH1- FIRE PROOFING TOUCH UP PRIME - SFRM STEEL COLUMNS / TRUSS WEB / TOP CORD - A4 - GL 6-3 - L3,TK_Complete,2024-07-11 07:00,2024-07-18 17:00,2024-07-02 07:00,2024-07-08 17:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228363,CN.AB1.ST.2350,PH1- FIRE PROOFING TOUCH UP PRIME - SFRM STEEL COLUMNS / TRUSS WEB / TOP CORD - B3 - GL 24-27 - L3,TK_Complete,2024-07-05 07:00,2024-07-12 17:00,2024-07-05 07:00,2024-07-12 17:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228364,CN.B4.ST.1240,STEEL PRE-ASSEMBLE TRUSSES - B4 - 28,TK_Complete,2023-02-27 16:00,2023-03-07 10:00,2023-02-27 16:00,2023-03-08 12:00,1092.0,0.0,1092.0,0.0,"W&W Fab Bldg West Half Erection Team, W&W Fab Bldg East Half Erection Team",42.0,0.0,42.0,"LR 1500 Crawler with Jib, 55 Ton Mobile Support Crane",1134.0,1134.0
100228365,xN.AB4.ST.1000,PH1-ERECT STEEL TRUSSES & INFILL - B4 - 28,TK_Complete,2023-04-10 07:00,2023-04-16 11:00,2023-04-10 07:00,2023-04-17 13:00,1092.0,0.0,1092.0,0.0,"W&W Fab Bldg West Half Erection Team, W&W Fab Bldg East Half Erection Team",42.0,0.0,42.0,"LR 1500 Crawler with Jib, 55 Ton Mobile Support Crane",1134.0,1134.0
100228366,xN.AB4.ST.1010,PH1-ERECT ROOF DECKING GL 27 - 28 - B4,TK_Complete,2023-06-12 07:00,2023-06-16 17:00,2023-05-26 07:00,2023-05-31 07:00,210.0,0.0,210.0,0.0,W&W Roof Decking Crew DSAD,0.0,0.0,0.0,,210.0,210.0
100228367,xN.AB4.ST.1020,PH1-ERECT ROOFING - B4,TK_Complete,2023-08-10 15:00,2023-08-20 11:00,2023-07-22 15:00,2023-07-28 15:00,80.0,0.0,80.0,0.0,Main Fab Roof Crew,0.0,0.0,0.0,,80.0,80.0
100228368,xN.AB4.ST.1050,PH1- FRP SLAB ROOF - B4 GL 27 - 29,TK_Complete,2023-06-29 11:00,2023-07-03 11:00,2023-06-08 11:00,2023-06-15 13:00,80.0,0.0,80.0,0.0,Main Fab Roof Crew,0.0,0.0,0.0,,80.0,80.0
100228369,CN.A1.CF.1170,PH1- SLAB B4 (Gridline 26-29 Complete),TK_Complete,2023-02-20 07:00,2023-02-28 17:00,2023-02-02 07:00,2023-02-11 07:00,748.0,0.0,748.0,0.0,CIP Concrete SOG Crews,22.0,0.0,22.0,50-75 Ton Mobile Support Crane,770.0,770.0
100228371,CN.AB4.ST.1060,PH1-ERECT PRECAST WAFFLES GL 27 - 28 (L3) - B4,TK_Complete,2023-07-03 07:00,2023-07-06 13:00,2023-07-03 07:00,2023-07-06 13:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228372,CN.B4.CF.1020,SEQ4-ERECT COLUMNS (36nos) & GIRDERS (16 nos) (E-G-J)- GL28-31 - B4,TK_Complete,2023-03-27 07:00,2023-04-06 09:00,2023-03-30 07:00,2023-04-07 11:00,63.0,0.0,63.0,0.0,Precast Erect Main Columns,7.0,0.0,7.0,LR-1300 330 Ton Crawler Crane,70.0,70.0
100228373,xN.AB4.ST.1040,PH1-ERECT PRECAST SUBFAB GL 27 - 28 (L2) - B4,TK_Complete,2023-07-06 13:00,2023-07-08 09:00,2023-07-06 13:00,2023-07-08 10:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228374,CN.B4.CF.1030,PH1- ERECT INTERMEDIATE COLUMNS/GIRDERS (H&F) - FAB NORTH- GL28-31 - B4,TK_Complete,2023-04-10 07:00,2023-04-12 11:00,2023-04-10 07:00,2023-04-12 11:00,63.0,0.0,63.0,0.0,Precast Erect Main Columns,7.0,0.0,7.0,LR-1300 330 Ton Crawler Crane,70.0,70.0
100228381,CN.B4.ST.1250,STEEL PRE-ASSEMBLE TRUSSES - B4 - 29,TK_Complete,2023-03-03 16:00,2023-03-10 10:00,2023-03-03 16:00,2023-03-11 13:00,1092.0,0.0,1092.0,0.0,"W&W Fab Bldg West Half Erection Team, W&W Fab Bldg East Half Erection Team",42.0,0.0,42.0,"LR 1500 Crawler with Jib, 55 Ton Mobile Support Crane",1134.0,1134.0
100228382,xN.AB4.ST.1060,PH1-ERECT STEEL TRUSSES & INFILL - B4 - 29,TK_Complete,2023-04-24 13:00,2023-04-27 17:00,2023-04-24 13:00,2023-04-29 16:00,1092.0,0.0,1092.0,0.0,"W&W Fab Bldg West Half Erection Team, W&W Fab Bldg East Half Erection Team",42.0,0.0,42.0,"LR 1500 Crawler with Jib, 55 Ton Mobile Support Crane",1134.0,1134.0
100228383,CN.B4.ST.1260,STEEL PRE-ASSEMBLE TRUSSES - B4 - 30,TK_Complete,2023-03-27 16:00,2023-04-04 10:00,2023-03-13 16:00,2023-03-17 10:00,1092.0,0.0,1092.0,0.0,"W&W Fab Bldg West Half Erection Team, W&W Fab Bldg East Half Erection Team",42.0,0.0,42.0,"LR 1500 Crawler with Jib, 55 Ton Mobile Support Crane",1134.0,1134.0
100228384,xN.AB4.ST.1070,PH1-ERECT STEEL TRUSSES & INFILL - B4 - 30,TK_Complete,2023-04-27 09:00,2023-04-29 13:00,2023-04-29 14:00,2023-05-02 17:00,1092.0,0.0,1092.0,0.0,"W&W Fab Bldg West Half Erection Team, W&W Fab Bldg East Half Erection Team",42.0,0.0,42.0,"LR 1500 Crawler with Jib, 55 Ton Mobile Support Crane",1134.0,1134.0
100228388,xN.AB4.ST.1080,PH1- FRP SLAB ROOF - B4 GL 29 - 31,TK_Complete,2023-06-19 07:00,2023-06-23 17:00,2023-06-19 07:00,2023-06-23 17:00,80.0,0.0,80.0,0.0,Main Fab Roof Crew,0.0,0.0,0.0,,80.0,80.0
100228389,xN.AB4.ST.1090,PH1-ERECT PRECAST SUBFAB GL 28 - 29 (L2) - B4,TK_Complete,2023-07-08 10:00,2023-07-09 16:00,2023-07-08 10:00,2023-07-10 17:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228390,xN.AB4.ST.1100,PH1-ERECT PRECAST SUBFAB GL 29 - 30 (L2) - B4,TK_Complete,2023-07-11 07:00,2023-07-12 13:00,2023-07-11 07:00,2023-07-12 13:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228391,CN.AB4.ST.1360,PH1-ERECT PRECAST WAFFLES GL 28 - 29 (L3) - B4,TK_Complete,2023-07-06 13:00,2023-07-08 09:00,2023-07-06 13:00,2023-07-08 10:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228392,CN.AB4.ST.1370,PH1-ERECT PRECAST WAFFLES GL 29 - 30 (L3) - B4,TK_Complete,2023-07-08 10:00,2023-07-09 16:00,2023-07-08 10:00,2023-07-10 17:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228393,xN.AB4.ST.1110,PH1-ERECT ROOF DECKING GL 28 - 29 - B4,TK_Complete,2023-06-17 08:00,2023-06-22 08:00,2023-05-31 08:00,2023-06-02 09:00,210.0,0.0,210.0,0.0,W&W Roof Decking Crew DSAD,0.0,0.0,0.0,,210.0,210.0
100228394,xN.AB4.ST.1120,PH1-ERECT ROOF DECKING GL 29 - 30 - B4,TK_Complete,2023-06-23 09:00,2023-06-27 09:00,2023-06-03 09:00,2023-06-06 11:00,210.0,0.0,210.0,0.0,W&W Roof Decking Crew DSAD,0.0,0.0,0.0,,210.0,210.0
100228395,CN.AB1.ST.1490,PH1- FIRE PROOFING - SFRM STEEL COLUMNS / TRUSS WEB / TOP CORD - B4 - GL 28-29 - L3,TK_Complete,2024-07-15 07:00,2024-07-17 17:00,2024-07-13 07:00,2024-07-17 17:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228396,CN.AB1.ST.1500,PH1- FIRE PROOFING - INTUMSCENT PAINT / EPOXY / PRIMER BOTTOM CORD (L3) - B4,TK_Complete,2023-07-27 09:00,2023-08-01 15:00,2023-07-27 09:00,2023-08-12 14:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228407,CN.AB4.ST.1860,PH1-WAFFLE RAKER COATING - B4 - GL 26-33 - WEST (R1W) - L2,TK_Complete,2024-03-22 13:00,2024-04-03 09:00,2024-02-29 07:00,2024-05-06 17:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228408,CN.AB4.ST.1870,PH1-WAFFLE RAKER COATING - B4 - GL 26-33 - EAST (R1E) - L2,TK_Complete,2024-02-29 07:00,2024-03-12 09:00,2024-02-29 07:00,2024-05-06 17:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228411,CN.AB1.ST.2300,PH1- FIRE PROOFING - SFRM STEEL COLUMNS / TRUSS WEB / TOP CORD - A4 - GL 9-6 - L3,TK_Complete,2024-07-22 07:00,2024-07-25 17:00,2024-06-29 07:00,2024-07-02 07:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228412,CN.AB1.ST.2320,PH1- FIRE PROOFING - SFRM STEEL COLUMNS / TRUSS WEB / TOP CORD - A4 - GL 6-3 - L3,TK_Complete,2024-07-09 07:00,2024-07-12 17:00,2024-07-09 07:00,2024-07-15 17:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228413,CN.AB1.ST.2340,PH1- FIRE PROOFING - SFRM STEEL COLUMNS / TRUSS WEB / TOP CORD - B2 - GL 21-22 - L3,TK_Complete,2024-08-05 07:00,2024-08-08 17:00,2024-06-24 07:00,2024-06-28 07:00,320.0,0.0,320.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",40.0,0.0,40.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",360.0,360.0
100228414,CN.B5.ST.1270,STEEL PRE-ASSEMBLE TRUSSES - B5 - 31,TK_Complete,2023-04-12 16:00,2023-04-20 10:00,2023-03-13 16:00,2023-03-24 17:00,1092.0,0.0,1092.0,0.0,"W&W Fab Bldg West Half Erection Team, W&W Fab Bldg East Half Erection Team",42.0,0.0,42.0,"LR 1500 Crawler with Jib, 55 Ton Mobile Support Crane",1134.0,1134.0
100228415,xN.AB5.ST.1000,PH1-ERECT STEEL TRUSSES & INFILL - B5 -31,TK_Complete,2023-05-23 07:00,2023-05-27 09:00,2023-05-05 07:00,2023-05-11 13:00,1092.0,0.0,1092.0,0.0,"W&W Fab Bldg West Half Erection Team, W&W Fab Bldg East Half Erection Team",42.0,0.0,42.0,"LR 1500 Crawler with Jib, 55 Ton Mobile Support Crane",1134.0,1134.0
100228416,xN.AB5.ST.1010,PH1-ERECT ROOF DECKING GL 30 -31 - B5,TK_Complete,2023-06-12 07:00,2023-06-16 17:00,2023-06-12 07:00,2023-06-16 17:00,210.0,0.0,210.0,0.0,W&W Roof Decking Crew DSAD,0.0,0.0,0.0,,210.0,210.0
100228417,xN.AB5.ST.1020,PH1-ERECT ROOFING - B5 GL 27-33 - EXPANSION JOINTS & REMAINING,TK_Complete,2023-10-09 07:00,2023-10-18 14:00,2023-09-04 07:00,2023-09-06 07:00,80.0,0.0,80.0,0.0,Main Fab Roof Crew,0.0,0.0,0.0,,80.0,80.0
100228418,xN.AB5.ST.1050,PH1-FRP SLAB ROOF - B5 GL 31 - 33,TK_Complete,2023-07-03 07:00,2023-07-12 17:00,2023-07-04 07:00,2023-07-16 16:00,80.0,0.0,80.0,0.0,Main Fab Roof Crew,0.0,0.0,0.0,,80.0,80.0
100228419,CN.A1.CF.1190,PH1- SLAB B5 (Gridline 29-33 Complete),TK_Complete,2023-02-20 07:00,2023-02-26 11:00,2023-02-07 07:00,2023-02-10 07:00,748.0,0.0,748.0,0.0,CIP Concrete SOG Crews,22.0,0.0,22.0,50-75 Ton Mobile Support Crane,770.0,770.0
100228421,CN.AB5.ST.1060,PH1-ERECT PRECAST WAFFLES GL 30 - 31 (L3) - B5,TK_Complete,2023-07-11 07:00,2023-07-12 13:00,2023-07-11 07:00,2023-07-12 13:00,480.0,0.0,480.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",60.0,0.0,60.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",540.0,540.0
100228422,CN.B5.CF.1020,SEQ5-ERECT COLUMNS (27nos) & GIRDERS (12 nos) (E-G-J)- GL31-33 -B5,TK_Complete,2023-04-24 07:00,2023-04-28 09:00,2023-04-27 11:00,2023-05-02 15:00,63.0,0.0,63.0,0.0,Precast Erect Main Columns,7.0,0.0,7.0,LR-1300 330 Ton Crawler Crane,70.0,70.0
100228423,xN.AB5.ST.1040,PH1-ERECT PRECAST SUBFAB GL 30 - 31 (L2) - B5,TK_Complete,2023-07-12 13:00,2023-07-14 09:00,2023-07-12 13:00,2023-07-14 09:00,480.0,0.0,480.0,0.0,"Precast Erect Crew FAB Waffles & Double-T's, Precast GROUTERS",60.0,0.0,60.0,"Precast Carry-Lift, 185 Ton Crawler Crane Unload/Handle Waffles",540.0,540.0
100228424,CN.B5.CF.1030,PH1- ERECT INTERMEDIATE COLUMNS/GIRDERS (H&F) - FAB NORTH- GL31-33 -B5,TK_Complete,2023-04-28 09:00,2023-04-30 13:00,2023-05-02 07:00,2023-05-06 16:00,63.0,0.0,63.0,0.0,Precast Erect Main Columns,7.0,0.0,7.0,LR-1300 330 Ton Crawler Crane,70.0,70.0
100228430,CN.B5.ST.1280,STEEL PRE-ASSEMBLE TRUSSES - B5 - 32,TK_Complete,2023-04-13 16:00,2023-04-21 10:00,2023-04-13 16:00,2023-04-14 00:00,1092.0,0.0,1092.0,0.0,"W&W Fab Bldg West Half Erection Team, W&W Fab Bldg East Half Erection Team",42.0,0.0,42.0,"LR 1500 Crawler with Jib, 55 Ton Mobile Support Crane",1134.0,1134.0
100228431,xN.AB5.ST.1060,PH1-ERECT STEEL TRUSSES & INFILL - B5 -32,TK_Complete,2023-05-25 13:00,2023-05-28 15:00,2023-05-11 13:00,2023-05-15 13:00,1092.0,0.0,1092.0,0.0,"W&W Fab Bldg West Half Erection Team, W&W Fab Bldg East Half Erection Team",42.0,0.0,42.0,"LR 1500 Crawler with Jib, 55 Ton Mobile Support Crane",1134.0,1134.0
