Task Code,Task Description,Status,WBS,Building,Area,Level,Room,Subcontractor,Trade,Responsible Person,Planned Start,Planned Finish,Actual Start,Actual Finish
CN.SWA5..2570,HANG INTERIOR SIDE 1ST LAYER DRYWALL & inspect - STAIR #20 - 19/D - ALL LEVELS,Complete,SWA - 5,West Support Building,SUES-1 - 19-16,INTERIOR STAIR TOWER - STAIR #20,,,INSULATED METAL PANELS,JAMES LIVELY,2025-02-18 07:00,2025-02-22 17:00,2025-02-18 07:00,2025-10-09 17:00
CN.SWA5..2580,TAPE & FLOAT AND SANDING DRYWALL & CEILING - STAIR #20 - 19/D - ALL LEVELS,Complete,SWA - 5,West Support Building,SUES-1 - 19-16,INTERIOR STAIR TOWER - STAIR #20,,,INSULATED METAL PANELS,JAMES LIVELY,2025-10-08 07:00,2025-10-21 17:00,2025-10-08 07:00,2025-11-11 17:00
CN.SWA5..2720,"TAPE & FLOAT DRYWALL & CEILING (N, S & W WALLS COMPLETE)- STAIR #21 - 13/D - ALL LEVELS",Complete,SWA - 5,West Support Building,SUES-3 - 13-9,INTERIOR STAIR TOWER - STAIR #21 (CLEAN ROOM),,,INSULATED METAL PANELS,JAMES LIVELY,2025-08-04 07:00,2025-08-20 17:00,2025-06-09 07:00,2025-06-27 17:00
CN.SWA5..3620,DEMO DRYWALL FOR SANDBLASTING - STAIR #3 - 18/L - ALL LEVELS,Complete,SWA - 5,West Support Building,SUWN-1 - 18-21,INTERIOR STAIR TOWER - STAIR #3,,,INSULATED METAL PANELS,JAMES LIVELY,2024-09-06 07:00,2024-09-06 17:00,2024-08-31 07:00,2024-09-03 17:00
CN.AB.AR.7420,INSTALL FRAMING/DRYWALL/TAPE+FLOAT - MECHANICAL ROOM - ELEVATOR 01B,Complete,SWA - 5,West Support Building,FIZ 2 / SUWS 5  (GL6-1) - GL J - N - DATA CENTER 1,,ELEVATOR,BERG,DRYWALL,,2025-02-03 07:00,2025-02-18 17:00,2025-02-03 07:00,2025-04-25 17:00
CN.AB.AR.7560,"SECAI TOOK OVER 9/17 ONLY L1 - INSTALL REMAINING FRAMING, DRYWALL & FIRE CAULKING - SHAFT & DOOR FRONTS - ELEVATOR 01",Complete,SWA - 5,West Support Building,FIZ 2 / SUWS 5  (GL6-1) - GL J - N - DATA CENTER 1,,ELEVATOR,W&W,TBD Architectural Finishes,,2024-07-08 07:00,2024-07-17 17:00,2024-07-08 07:00,2025-09-19 17:00
CN.AB.AR.7630,"INSTALL FRAMING, DRYWALL & FIRE CAULKING AT FIREPROOFING LEAVEOUTS - INTERIOR SHAFT - ELEVATOR 01A",Complete,SWA - 5,West Support Building,FIZ 2 / SUWS 5  (GL6-1) - GL J - N - DATA CENTER 1,,ELEVATOR,BERG,DRYWALL,,2025-02-17 07:00,2025-02-26 17:00,2025-02-15 07:00,2025-02-15 17:00
CN.AB.AR.7670,"IMPACT - INSTALL REMAINING FRAMING, DRYWALL & FIRE CAULKING - SHAFT & DOOR FRONTS - ELEVATOR 01A",Complete,SWA - 5,West Support Building,FIZ 2 / SUWS 5  (GL6-1) - GL J - N - DATA CENTER 1,,ELEVATOR,W&W,DRYWALL,,2025-06-06 07:00,2025-07-07 17:00,2025-06-06 07:00,2025-07-30 17:00
CN.SWA5..4160,INSTALL - INTERIOR SIDE 2ND LAYED  DRYWALL install & inspect - STAIR #2 - 11/L - ALL LEVELS,Complete,SWA - 5,West Support Building,SUWS-3 - 12-9,INTERIOR STAIR TOWER - STAIR #2 (CLEAN ROOM),,,INSULATED METAL PANELS,JAMES LIVELY,2025-06-09 07:00,2025-06-21 17:00,2025-05-06 07:00,2025-08-18 17:00
CN.SWA5..4380,INSTALL - 1ST LAYER DRYWALL CEILING & INSPECT - STAIR #20 - 19/D - ALL LEVELS,Complete,SWA - 5,West Support Building,SUES-1 - 19-16,INTERIOR STAIR TOWER - STAIR #20,,,INSULATED METAL PANELS,JAMES LIVELY,2025-10-04 07:00,2025-10-11 17:00,2025-09-03 12:00,2025-09-08 14:00
CN.SWA5..4390,HANG INTERIOR SIDE 2ND LAYER DRYWALL & INSPECT - STAIR #20 - 19/D - ALL LEVELS,Complete,SWA - 5,West Support Building,SUES-1 - 19-16,INTERIOR STAIR TOWER - STAIR #20,,,INSULATED METAL PANELS,JAMES LIVELY,2025-04-09 07:00,2025-04-22 17:00,2025-04-03 07:00,2025-10-07 07:00
CN.SWA5..4400,INSTALL - 2ND  LAYER  DRYWALL CEILING & INSPECT - STAIR #20 - 19/D - ALL LEVELS,Complete,SWA - 5,West Support Building,SUES-1 - 19-16,INTERIOR STAIR TOWER - STAIR #20,,,INSULATED METAL PANELS,JAMES LIVELY,2025-10-13 07:00,2025-10-20 17:00,2025-09-09 09:30,2025-09-15 14:00
CN.SWA5..4530,INSTALL 2ND LAYER  DRYWALL CEILING & INSPECT  - STAIR #3 - 18/L - ALL LEVELS,Complete,SWA - 5,West Support Building,SUWN-1 - 18-21,INTERIOR STAIR TOWER - STAIR #3,,,INSULATED METAL PANELS,JAMES LIVELY,2025-10-02 07:00,2025-10-03 17:00,2025-10-02 07:00,2025-10-03 17:00
CN.SWA5..4540,IMPACT - SECAI DRYWALL PATCH & FINISH - STAIR #3 - 18/L - ALL LEVELS,Complete,SWA - 5,West Support Building,SUWN-1 - 18-21,INTERIOR STAIR TOWER - STAIR #3,,,INSULATED METAL PANELS,JAMES LIVELY,2025-10-10 07:00,2025-10-15 17:00,2025-10-10 07:00,2025-11-03 17:00
CN.SWA5..4550,FRAME & 1ST LAYER DRYWALL CEILINGS - INSTALL & INSPECT - STAIR #3 - 18/L - ALL LEVELS,Complete,SWA - 5,West Support Building,SUWN-1 - 18-21,INTERIOR STAIR TOWER - STAIR #3,,,INSULATED METAL PANELS,JAMES LIVELY,2025-09-30 07:00,2025-10-02 17:00,2025-09-30 07:00,2025-10-02 17:00
CN.SWA5..4690,INSTALL - INTERIOR SIDE 2ND LAYER DRYWALL & INSPECT - STAIR #4 - 23/L - ALL LEVELS,Complete,SWA - 5,West Support Building,SUWN-2 - 21-24,INTERIOR STAIR TOWER - STAIR #4 (CLEAN ROOM),,,INSULATED METAL PANELS,JAMES LIVELY,2025-09-06 07:00,2025-09-08 17:00,2025-08-22 07:00,2025-09-22 17:00
CN.SWA5..4700,INSTALL- DRYWALL 1ST LAYER CEILING & INSPECT - STAIR #4 - 23/L - ALL LEVELS [/DAY],Complete,SWA - 5,West Support Building,SUWN-2 - 21-24,INTERIOR STAIR TOWER - STAIR #4 (CLEAN ROOM),,,INSULATED METAL PANELS,JAMES LIVELY,2025-09-09 07:00,2025-09-16 17:00,2025-08-29 07:00,2025-09-15 07:00
CN.SWA5..4710,INSTALL- DRYWALL 2ND LAYER CEILING & INSPECT - STAIR #4 - 23/L - ALL LEVELS,Complete,SWA - 5,West Support Building,SUWN-2 - 21-24,INTERIOR STAIR TOWER - STAIR #4 (CLEAN ROOM),,,INSULATED METAL PANELS,JAMES LIVELY,2025-09-19 07:00,2025-09-26 17:00,2025-09-02 07:00,2025-09-15 16:00
CN.SWA5..5520,SECAI - FRAMING & 1ST LAYER INTERIOR DRYWALL - STAIR #50 - 29/L - ALL LEVELS,Complete,SWA - 5,West Support Building,SUWN-4 - 27-30,INTERIOR STAIR TOWER - STAIR #50 - DE-SCOPED,,,INSULATED METAL PANELS,JAMES LIVELY,2025-08-19 07:00,2025-08-19 17:00,2025-06-27 07:00,2025-06-27 13:00
CN.SWA5..5530,INSTALL- 2ND LAYER DRYWALL EXTERIOR - STAIR #50 - 29/L - ALL LEVELS [/DAY],Complete,SWA - 5,West Support Building,SUWN-4 - 27-30,INTERIOR STAIR TOWER - STAIR #50 - DE-SCOPED,,,INSULATED METAL PANELS,JAMES LIVELY,2025-09-04 07:00,2025-09-08 17:00,2025-06-27 07:00,2025-06-27 13:00
CN.SWA5..5540,INSPECT - 2ND  LAYER DRYWALL EXTERIOR  - STAIR #50 - 29/L - ALL LEVELS,Complete,SWA - 5,West Support Building,SUWN-4 - 27-30,INTERIOR STAIR TOWER - STAIR #50 - DE-SCOPED,,,INSULATED METAL PANELS,JAMES LIVELY,2025-09-09 07:00,2025-09-09 17:00,2025-06-27 07:00,2025-06-27 13:00
CN.SWA5..5900,IMPACT - NCR #268 DRYWALL CJ AND CAULK - STAIR #2 - 11/L - ALL LEVELS,Complete,SWA - 5,West Support Building,SUWS-3 - 12-9,INTERIOR STAIR TOWER - STAIR #2 (CLEAN ROOM),,,INSULATED METAL PANELS,JAMES LIVELY,2024-11-26 07:00,2024-12-03 17:00,2025-04-02 07:00,2025-06-18 07:00
CN.SWA5..6060,IMPACT - NCR #267 DRYWALL CJ and CAULK - STAIR #21 - 13/D - ALL LEVELS,Complete,SWA - 5,West Support Building,SUES-3 - 13-9,INTERIOR STAIR TOWER - STAIR #21 (CLEAN ROOM),,,INSULATED METAL PANELS,JAMES LIVELY,2024-11-12 07:00,2024-11-25 17:00,2025-04-02 07:00,2025-06-18 17:00
CN.SWA5..6130,SECAI -TAPE & FLOAT DRYWALL & CEILING - REMAINING - STAIR #21 - 13/D - ALL LEVELS,Complete,SWA - 5,West Support Building,SUES-3 - 13-9,INTERIOR STAIR TOWER - STAIR #21 (CLEAN ROOM),,,INSULATED METAL PANELS,JAMES LIVELY,2025-08-19 07:00,2025-08-23 17:00,2025-08-19 07:00,2025-08-23 17:00
CN.AB.AR.3180,TAPE & FINISH DRYWALL- H2 PURIFER ROOM GL 18-21 K-N,Complete,SWB - 1,West Support Building,SUWN-1 - 18-21,L1 - Fndn Slab,H2 PURIFIER RM,CHERRY COATING,DRYWALL,AMBER CARO,2024-03-20 07:00,2024-03-27 17:00,2024-03-20 07:00,2024-03-26 17:00
CN.AB.AR.4540,DRYWALL 2 SIDE - SWB-1- H2 PURIFER ROOM GL 18-21 K-N,Complete,SWB - 1,West Support Building,SUWN-1 - 18-21,L1 - Fndn Slab,H2 PURIFIER RM,BERG,DRYWALL,AMBER CARO,2024-03-11 07:00,2024-03-19 17:00,2024-03-03 07:00,2024-03-14 17:00
CN.AB.AR.4550,DRYWALL & INSULATION (1 side) (INT) - SWB-1 - L1 - H2 PURIFER ROOM,Complete,SWB - 1,West Support Building,SUWN-1 - 18-21,L1 - Fndn Slab,H2 PURIFIER RM,,DRYWALL,AMBER CARO,2023-10-16 07:00,2023-10-19 17:00,2023-10-16 07:00,2023-10-20 17:00
CN.SWB1.3180,TAPE & FINISH DRYWALL - SWB-1-L2 - ELECTRICAL ROOM 2 GL 18-21 K-N,Complete,SWB - 1,West Support Building,SUWN-1 - 18-21,L2 - SubFab Level,ELECTRIC RM 2,CHERRY COATING,DRYWALL,AMBER CARO,2024-04-15 07:00,2024-04-19 17:00,2024-04-09 07:00,2024-05-04 17:00
CN.SWB1.4540,DRYWALL 2 SIDE - SWB-1-L2 - ELECTRICAL ROOM 2 GL 18-21 K-N,Complete,SWB - 1,West Support Building,SUWN-1 - 18-21,L2 - SubFab Level,ELECTRIC RM 2,,DRYWALL,AMBER CARO,2024-03-18 07:00,2024-03-22 17:00,2024-03-18 07:00,2024-03-26 17:00
CN.SWB1.4550,DRYWALL & INSULATION (1 side) (INT) - SWB-1 - L2 - ELECTRICAL ROOM 2 GL 18-21 K-N,Complete,SWB - 1,West Support Building,SUWN-1 - 18-21,L2 - SubFab Level,ELECTRIC RM 2,,DRYWALL,AMBER CARO,2024-01-10 07:00,2024-01-14 09:00,2024-01-09 15:00,2024-01-12 17:00
CN.SWB1..3180,TAPE & FINISH DRYWALL - SWB-1 - ELECTRICAL ROOM 1 SOUTH GL 18-21 K-N,Not Started,SWB - 1,West Support Building,SUWN-1 - 18-21,L3 / Waffle Slab Level,ELECTRIC RM 1,CHERRY COATING,DRYWALL,AMBER CARO,2025-12-03 07:00,2025-12-09 17:00,,
CN.SWB1..4540,DRYWALL 2 SIDE - SWB-1 - ELECTRICAL ROOM 1 SOUTH GL 18-21 K-N,Not Started,SWB - 1,West Support Building,SUWN-1 - 18-21,L3 / Waffle Slab Level,ELECTRIC RM 1,BERG,DRYWALL,AMBER CARO,2025-11-24 07:00,2025-12-02 17:00,,
CN.SWB1..4550,DRYWALL & INSULATION (1 side) (INT) - SWB-1 - L3 - ELECTRICAL ROOM 1 SOUTH GL 18-21 K-N,Complete,SWB - 1,West Support Building,SUWN-1 - 18-21,L3 / Waffle Slab Level,ELECTRIC RM 1,BERG,DRYWALL,AMBER CARO,2024-04-01 13:00,2024-04-05 13:00,2024-03-15 07:00,2024-07-02 17:00
CN.SWB1.1302,TAPE & FINISH DRYWALL- SWB1- GL 18-21  - K LINE -  L1,Complete,SWB - 1,West Support Building,SUWN-1 - 18-21,L1 - Fndn Slab,DS/AD INTERIORS,CHERRY COATING,DRYWALL,FIZ DATA CENTER,2024-09-20 07:00,2024-09-27 17:00,2024-08-22 07:00,2024-08-26 17:00
CN.SWB1.1322,PRIMER & PAINT DRYWALL -  GL 18-21 -  K LINE - L1,Complete,SWB - 1,West Support Building,SUWN-1 - 18-21,L1 - Fndn Slab,DS/AD INTERIORS,FINISH PAINT,TBD Architectural Finishes,FIZ DATA CENTER,2024-10-21 07:00,2024-10-24 17:00,2024-10-19 07:00,2024-10-22 17:00
CN.SWB1.1282,DRYWALL 2 SIDE - SWB1- GL 18-21 - K LINE - L1,Complete,SWB - 1,West Support Building,SUWN-1 - 18-21,L1 - Fndn Slab,DS/AD INTERIORS,,DRYWALL,FIZ DATA CENTER,2024-03-09 08:00,2024-03-17 08:00,2024-03-01 00:00,2024-03-18 00:00
CN.SWB1.1252,DRYWALL & INSULATION (1 side) (INT) - SWB1- GL 18-21 - K LINE - L1,Complete,SWB - 1,West Support Building,SUWN-1 - 18-21,L1 - Fndn Slab,DS/AD INTERIORS,,DRYWALL,FIZ DATA CENTER,2023-12-04 07:00,2023-12-09 15:00,2023-12-06 07:00,2023-12-09 16:00
CN.SWB1.1312,REMEDY - TAPE & FINISH DRYWALL- SWB1- GL 18-21 K LINE - L2,Complete,SWB - 1,West Support Building,SUWN-1 - 18-21,L2 - SubFab Level,DS/AD INTERIORS,CHERRY COATING,DRYWALL,FIZ DATA CENTER,2024-08-12 07:00,2024-08-15 17:00,2024-08-10 07:00,2024-08-13 17:00
CN.SWB1.1292,REMEDY - FRAME & DRYWALL - SWB1- GL 18-21 K LINE -  L2,Complete,SWB - 1,West Support Building,SUWN-1 - 18-21,L2 - SubFab Level,DS/AD INTERIORS,BERG,DRYWALL,FIZ DATA CENTER,2024-06-24 07:00,2024-07-05 17:00,2024-06-22 07:00,2024-08-03 17:00
CN.SWB1.1272,DRYWALL & INSULATION (1 side) (INT) - SWB1- GL 18-21 K LINE - L2,Complete,SWB - 1,West Support Building,SUWN-1 - 18-21,L2 - SubFab Level,DS/AD INTERIORS,BERG,DRYWALL,FIZ DATA CENTER,2024-04-15 07:00,2024-04-22 17:00,2024-04-09 07:00,2024-05-07 17:00
CN.SWB1.1212,TEMP WALLS Framing and Drywall- SWB1- GL 18-21 K-N - L2,Complete,SWB - 1,,SUWN-1 - 18-21,L2 - SubFab Level,ELECTRIC RM 2,,DRYWALL,,2024-03-09 08:00,2024-03-17 08:00,2024-02-02 00:00,2024-02-09 00:00
CN.SWB1.1382,TAPE & FINISH DRYWALL  - SWB1- GL 18-21 K LINE -  L3,Complete,SWB - 1,West Support Building,SUWN-1 - 18-21,L3 / Waffle Slab Level,DS/AD INTERIORS,CHERRY COATING,DRYWALL,FIZ DATA CENTER,2024-07-15 07:00,2024-07-18 17:00,2024-07-15 07:00,2024-07-18 17:00
CN.SWB1.1372,DRYWALL 2 SIDE - SWB1- GL 18-21 K LINE - L3,Complete,SWB - 1,West Support Building,SUWN-1 - 18-21,L3 / Waffle Slab Level,DS/AD INTERIORS,BERG,DRYWALL,FIZ DATA CENTER,2024-05-28 07:00,2024-06-03 17:00,2024-05-28 07:00,2024-06-26 17:00
CN.SWB1.1362,DRYWALL & INSULATION (1 side) (INT) - SWB1- GL 18-21 K LINE - L3,Complete,SWB - 1,West Support Building,SUWN-1 - 18-21,L3 / Waffle Slab Level,DS/AD INTERIORS,,DRYWALL,FIZ DATA CENTER,2024-05-18 10:00,2024-05-20 14:00,2024-03-10 00:00,2024-03-14 00:00
CN.SWB1.4920,Drywall Clips & AMTS Installs Support Beams - SWB-1 L4 GL 18 - 21 K LINE,Complete,SWB - 1,West Support Building,SUWN-1 - 18-21,L4 - SUP Roof - FAB Roof,DS/AD INTERIORS,SECAI,Fireproofing,HOON WOO,2024-03-27 07:00,2024-03-29 17:00,2024-03-27 07:00,2024-03-29 17:00
CN.SWB1.5260,REMEDY - DEMO DRYWALL (INT) - SWB1- GL 18-21 K LINE -  L2,Complete,SWB - 1,West Support Building,SUWN-1 - 18-21,L2 - SubFab Level,DS/AD INTERIORS,BERG,DRYWALL,FIZ DATA CENTER,2024-06-10 07:00,2024-06-18 17:00,2024-06-10 07:00,2024-06-17 17:00
CN.SWB1..4590,REMAINING DRYWALL & FINISHES  - SWB-1 - IT/SECURITY 3  GL 17-21 K- N - L3,Complete,SWB - 1,West Support Building,SUWN-1 - 18-21,L3 / Waffle Slab Level,IT/SECURITY,BERG,DRYWALL,AMBER CARO,2025-07-21 07:00,2025-07-25 17:00,2025-07-21 07:00,2025-07-25 17:00
CN.AB.AR.3250,TAPE & FINISH DRYWALL - SWB-2-L2 - ELECTRICAL ROOM 2 GL 21-24 K-N,Complete,SWB - 2,West Support Building,SUWN-2 - 21-24,L2 - SubFab Level,ELECTRIC RM 2,,DRYWALL,AMBER CARO,2024-03-09 08:00,2024-03-12 10:00,2024-03-01 00:00,2024-03-05 00:00
CN.AB.AR.4560,DRYWALL 2 SIDE - SWB-2-L2 - ELECTRICAL ROOM 2 GL 21-24 K-N,Complete,SWB - 2,West Support Building,SUWN-2 - 21-24,L2 - SubFab Level,ELECTRIC RM 2,,DRYWALL,AMBER CARO,2024-01-29 07:00,2024-02-01 09:00,2024-01-26 07:00,2024-02-02 11:00
CN.AB.AR.4570,DRYWALL & INSULATION (1 side) (INT) - SWB-2-L2 - ELECTRICAL ROOM 2 GL 21-24 K-N,Complete,SWB - 2,West Support Building,SUWN-2 - 21-24,L2 - SubFab Level,ELECTRIC RM 2,,DRYWALL,AMBER CARO,2024-01-10 07:00,2024-01-14 09:00,2024-01-09 15:00,2024-01-12 17:00
CN.SWB2.3880,TAPE & FINISH DRYWALL - GCS TRAINING - GL 21-24 - L-M - L1,Complete,SWB - 2,East Support Building,SUWN-2 - 21-24,L1 - Fndn Slab,GCS TRAINING,CHERRY COATING,DRYWALL,AMBER CARO,2025-08-14 07:00,2025-08-14 07:00,2025-08-14 07:00,2025-08-14 07:00
CN.SWB2.4340,DRYWALL 2 SIDE - GCS TRAINING - GL 21-24 - L-M - L1,Complete,SWB - 2,East Support Building,SUWN-2 - 21-24,L1 - Fndn Slab,GCS TRAINING,BERG,DRYWALL,AMBER CARO,2024-03-11 07:00,2024-03-19 17:00,2024-03-01 07:00,2025-08-13 17:00
CN.SWB2.4350,DRYWALL & INSULATION (1 side) (INT) - SWB2 - L1- GCS TRAINING,Complete,SWB - 2,East Support Building,SUWN-2 - 21-24,L1 - Fndn Slab,GCS TRAINING,,DRYWALL,AMBER CARO,2023-09-26 07:00,2023-09-30 17:00,2023-09-26 07:00,2023-09-30 09:00
CN.SWB23880,TAPE & FINISH DRYWALL - SWB2 - L1 - ELECTRICAL ROOM 1 CENTRAL GL 21-24 K-N,Complete,SWB - 2,East Support Building,SUWN-2 - 21-24,L3 / Waffle Slab Level,ELECTRIC RM 1,CHERRY COATING,DRYWALL,AMBER CARO,2024-09-03 07:00,2024-09-06 17:00,2024-09-03 07:00,2024-09-06 17:00
CN.SWB24340,DRYWALL 2 SIDE - SWB2 - L1 - ELECTRICAL ROOM 1 CENTRAL GL 21-24 K-N,Complete,SWB - 2,East Support Building,SUWN-2 - 21-24,L3 / Waffle Slab Level,ELECTRIC RM 1,BERG,DRYWALL,AMBER CARO,2024-08-15 07:00,2024-08-20 17:00,2024-08-15 07:00,2024-08-19 17:00
CN.SWB24350,DRYWALL & INSULATION (1 side) (INT) - SWB2 - L3 - ELECTRICAL ROOM 1 CENTRAL GL 21-24 K-N,Complete,SWB - 2,East Support Building,SUWN-2 - 21-24,L3 / Waffle Slab Level,ELECTRIC RM 1,BERG,DRYWALL,AMBER CARO,2024-03-22 07:00,2024-03-27 09:00,2024-03-04 07:00,2024-08-08 17:00
CN.SWB2.1302,TAPE & FINISH DRYWALL- SWB2- GL 21-24  - K LINE -  L1,Complete,SWB - 2,West Support Building,SUWN-2 - 21-24,L1 - Fndn Slab,DS/AD INTERIORS,,DRYWALL,FIZ DATA CENTER,2024-03-23 08:00,2024-03-27 08:00,2024-03-07 00:00,2024-03-13 00:00
CN.SWB2.1322,PRIMER & PAINT DRYWALL -  GL 21-24  - K LINE -  L1,Complete,SWB - 2,West Support Building,SUWN-2 - 21-24,L1 - Fndn Slab,DS/AD INTERIORS,FINISH PAINT,TBD Architectural Finishes,FIZ DATA CENTER,2024-10-22 07:00,2024-10-25 17:00,2024-10-22 07:00,2024-10-25 17:00
CN.SWB2.1282,DRYWALL 2 SIDE - SWB2- GL 21-24 - K LINE - L1,Complete,SWB - 2,West Support Building,SUWN-2 - 21-24,L1 - Fndn Slab,DS/AD INTERIORS,,DRYWALL,FIZ DATA CENTER,2024-03-09 08:00,2024-03-17 08:00,2024-03-01 00:00,2024-03-06 00:00
CN.SWB2.1262,DRYWALL & INSULATION (1 side) (INT)- SWB2- GL 21-24 - K LINE - L1,Complete,SWB - 2,West Support Building,SUWN-2 - 21-24,L1 - Fndn Slab,DS/AD INTERIORS,,DRYWALL,FIZ DATA CENTER,2023-12-04 15:00,2023-12-10 13:00,2023-12-04 15:00,2023-12-08 16:00
CN.SWB2.1312,REMEDY - TAPE & FINISH DRYWALL - SWB2- GL 21-24 K LINE - L2,Complete,SWB - 2,West Support Building,SUWN-2 - 21-24,L2 - SubFab Level,DS/AD INTERIORS,CHERRY COATING,DRYWALL,FIZ DATA CENTER,2024-08-12 07:00,2024-08-15 17:00,2024-08-08 07:00,2024-08-12 17:00
CN.SWB2.1292,REMEDY - FRAME & DRYWALL - SWB2- GL 21-24 K LINE -  L2,Complete,SWB - 2,West Support Building,SUWN-2 - 21-24,L2 - SubFab Level,DS/AD INTERIORS,BERG,DRYWALL,FIZ DATA CENTER,2024-06-18 07:00,2024-06-28 17:00,2024-06-18 07:00,2024-08-01 17:00
CN.SWB2.1272,DRYWALL & INSULATION (1 side) (INT)- SWB2- GL 21-24 K LINE - L2,Complete,SWB - 2,West Support Building,SUWN-2 - 21-24,L2 - SubFab Level,DS/AD INTERIORS,,DRYWALL,FIZ DATA CENTER,2024-03-09 08:00,2024-03-17 16:00,2024-03-01 00:00,2024-03-12 00:00
CN.SWB2.1212,TEMP WALLS Framing and Drywall- SWB2- GL 21-24 K-N - L2,Complete,SWB - 2,,SUWN-2 - 21-24,L2 - SubFab Level,ELECTRIC RM 2,,DRYWALL,,2024-03-09 08:00,2024-03-17 08:00,2024-02-02 00:00,2024-02-09 00:00
CN.SWB2.1382,TAPE & FINISH DRYWALL - SWB2- GL 21-24 K LINE -  L3,Complete,SWB - 2,West Support Building,SUWN-2 - 21-24,L3 / Waffle Slab Level,DS/AD INTERIORS,CHERRY COATING,DRYWALL,FIZ DATA CENTER,2024-09-23 07:00,2024-09-27 17:00,2024-09-23 07:00,2024-09-27 17:00
CN.SWB2.1372,DRYWALL 2 SIDE- SWB2- GL 21-24 K LINE - L3,Complete,SWB - 2,West Support Building,SUWN-2 - 21-24,L3 / Waffle Slab Level,DS/AD INTERIORS,BERG,DRYWALL,FIZ DATA CENTER,2024-05-13 07:00,2024-05-17 17:00,2024-05-13 07:00,2024-09-24 17:00
CN.SWB2.1362,DRYWALL & INSULATION (1 side) (INT) - SWB2- GL 21-24 K LINE - L3,Complete,SWB - 2,West Support Building,SUWN-2 - 21-24,L3 / Waffle Slab Level,DS/AD INTERIORS,,DRYWALL,FIZ DATA CENTER,2024-04-15 07:00,2024-04-18 17:00,2024-03-11 07:00,2024-03-26 17:00
CN.SWB2.6580,Drywall Clips & AMTS Installs Support Beams - SWB-2 L4 GL 21-24 K LINE,Complete,SWB - 2,West Support Building,SUWN-2 - 21-24,L4 - SUP Roof - FAB Roof,DS/AD INTERIORS,SECAI,Fireproofing,HOON WOO,2024-03-28 07:00,2024-04-11 17:00,2024-03-28 07:00,2024-04-06 17:00
CN.SWB2.6940,REMEDY - DEMO DRYWALL (INT) - SWB2- GL 21-24 K LINE -  L2,Complete,SWB - 2,West Support Building,SUWN-2 - 21-24,L2 - SubFab Level,DS/AD INTERIORS,,DRYWALL,FIZ DATA CENTER,2024-05-31 07:00,2024-06-07 15:00,2024-05-23 07:00,2024-05-28 17:00
CN.AB.AR.3320,TAPE & FINISH DRYWALL - SWB-3- WASTE LIQUOR RMGL 24-27 K-N - SECAI TOOK OVER FOR ACCELERATION,Complete,SWB - 3,West Support Building,SUWN-3 - 24-27,L1 - Fndn Slab,WASTE LIQUOR RM,CHERRY COATING,DRYWALL,AMBER CARO,2025-11-10 07:00,2025-11-14 17:00,2025-06-10 07:00,2025-06-10 17:00
CN.AB.AR.4580,DRYWALL 2 SIDE - SWB-3 - L1- WASTE LIQUOR RMGL 24-27 K-N - SECAI TOOK OVER FOR ACCELERATION,Complete,SWB - 3,West Support Building,SUWN-3 - 24-27,L1 - Fndn Slab,WASTE LIQUOR RM,BERG,DRYWALL,AMBER CARO,2025-11-03 07:00,2025-11-07 17:00,2025-06-10 07:00,2025-06-10 17:00
CN.AB.AR.4590,DRYWALL & INSULATION (1 side) (INT) - SWB-3 - L1- WASTE LIQUOR RMGL 24-27 K-N - SECAI TOOK OVER FOR ACCELERATION,Complete,SWB - 3,West Support Building,SUWN-3 - 24-27,L1 - Fndn Slab,WASTE LIQUOR RM,BERG,DRYWALL,AMBER CARO,2024-03-22 07:00,2024-03-29 13:00,2024-03-09 19:00,2025-06-10 07:00
CN.SWB3.3320,TAPE & FINISH DRYWALL - SWB-3 - ELECTRICAL ROOM 2 GL 24-27 K-N,Complete,SWB - 3,West Support Building,SUWN-3 - 24-27,L2 - SubFab Level,ELECTRIC RM 2,,DRYWALL,AMBER CARO,2024-03-09 08:00,2024-03-12 10:00,2024-02-29 00:00,2024-03-03 00:00
CN.SWB3.4580,DRYWALL 2 SIDE - SWB-3 - ELECTRICAL ROOM 2 GL 24-27 K-N,Complete,SWB - 3,West Support Building,SUWN-3 - 24-27,L2 - SubFab Level,ELECTRIC RM 2,,DRYWALL,AMBER CARO,2024-01-29 07:00,2024-02-01 09:00,2024-01-26 07:00,2024-01-31 11:00
CN.SWB3.4590,DRYWALL & INSULATION (1 side) (INT) - SWB-3 - ELECTRICAL ROOM 2 GL 24-27 K-N,Complete,SWB - 3,West Support Building,SUWN-3 - 24-27,L2 - SubFab Level,ELECTRIC RM 2,,DRYWALL,AMBER CARO,2024-01-10 07:00,2024-01-14 09:00,2024-01-09 15:00,2024-01-12 17:00
CN.SWB33320,TAPE & FINISH DRYWALL - SWB-3- ELECTRICAL ROOM 1 North & BATTERY ROOM 3 GL 24-27 K-N,Complete,SWB - 3,West Support Building,SUWN-3 - 24-27,L3 / Waffle Slab Level,ELECTRIC RM 1,CHERRY COATING,DRYWALL,AMBER CARO,2024-08-12 07:00,2024-08-16 17:00,2024-08-12 07:00,2024-08-16 17:00
