actv_code_id,parent_actv_code_id,actv_code_type_id,actv_code_name,short_name,seq_num,color,total_assignments
6469590,6469203,519876,DOORS & HARDWARE - EXTERIOR,DOORS-1,501,0000FF,16
6469591,6469203,519876,DRYWALL,DRYWALL,101,0000FF,918
6469592,6469203,519876,FLOORING,FLOORING,301,0000FF,21
6469593,6469203,519876,DOORS & HARDWARE - INTERIOR,DOORS,401,0000FF,32
6469594,6469203,519876,PAINTING,PAINTING,701,0000FF,
6469595,6469203,519876,FLOOR COATING,CRC,801,0000FF,15
6469596,6469203,519876,JOINT SEALANT & CAULKING,JOINT SEALANT,901,0000FF,
6469597,6469203,519876,JOINT SEALANT & CAULKING,JOINT SEALANT-1,1001,0000FF,
6469598,6469203,519876,FIXTURES & WALL PROTECTION,MISCELLANEOUS,1101,0000FF,16
6469599,6469203,519876,Insulation,INSULATION,1,0000FF,3
6469600,6469203,519876,Expansion Control,EXP CONTROL,1201,0000FF,16
6469601,6469203,519876,Fireproofing,FIREPROOFING,1301,0000FF,292
6469602,6469203,519876,Cold Formed Metal Framing,CFMF,0,0000FF,
6469603,6469203,519876,BERG DRYWALL,BERG,201,0000FF,
6469604,6469204,519876,Roofing,07 Roofing,1,0000FF,166
6469605,6469204,519876,Waterproofing - Preferred,07 WATERPROOF,201,0000FF,93
6469606,6469204,519876,STAIRS,STAIRS,101,0000FF,39
6469607,6469205,519876,Steel Fabricator - W&W,05 Steel Fab,300,0000FF,74
6469608,6469205,519876,Pre-Assemble Trusses,PreAssemble,0,0000FF,30
6469609,6469205,519876,Steel Erection,DS/AD,200,0000FF,189
6469610,6469205,519876,Decking & Detail,Decking,101,0000FF,341
6469611,6469205,519876,"Truss Erect, Infill & Decking",Truss Erect,100,0000FF,30
6469612,6469206,519876,Concrete Cure,Cure,6,0000FF,103
6469613,6469206,519876,Excavate CIP,Excavate,1,0000FF,19
6469614,6469206,519876,Pour Concrete,FRP,101,0000FF,243
6469615,6469206,519876,BACKFILL,BACKFILL,401,0000FF,7
6469616,6469206,519876,RAT SLAB,RATSLAB,501,0000FF,20
6469617,6469206,519876,SOMD,SOMD,0,0000FF,219
6469618,6469206,519876,TOPPING,TOPPING,2,0000FF,436
6469619,6469206,519876,CIP WALL,CIP WALL,201,0000FF,46
6469620,6469206,519876,OAC/ MECH PADS,MEP,5,0000FF,75
6469621,6469213,519876,Precast Erector - SnS Erectors,03 PC Erect,0,FF00FF,
6469622,6469218,519877,WALL & DOOR PROTECTION,WDP,800,0000FF,12
6469623,6469218,519877,WIRE MESH PARTITIONS,PAR,700,0000FF,
6469624,6469218,519877,TOILET ACCESSORIES,TA,600,0000FF,10
6469625,6469218,519877,FLOORING,FL,500,0000FF,10
6469626,6469218,519877,ACOUSTIC PANELS,AP,400,0000FF,
6469627,6469218,519877,TILING,TILE,300,0000FF,11
6469628,6469218,519877,FOAM INSULATION,FI,200,0000FF,
6469629,6469218,519877,MILLWORK,MW,100,0000FF,18
6469630,6469218,519877,ROUGH CARPENTRY,RC,0,0000FF,
6469631,6469218,519877,STEEL COATING & PAINT DELAYS,(New),900,0000FF,1
6469632,6469219,519877,DOORS & HARDWARE EXTERIOR,DR/HW-1,300,0000FF,17
6469633,6469219,519877,CHEMICAL RESISTANT COATINGS,CRC,800,0000FF,15
6469634,6469219,519877,FIREPROOFING,FP,700,0000FF,21
6469635,6469219,519877,EXPANSION CONTROL,EXP,600,0000FF,16
6469636,6469219,519877,INSULATION,INS,500,0000FF,3
6469637,6469219,519877,COLD FORMED METAL FRAMING,CFMF,400,0000FF,
6469638,6469219,519877,FRAMING/ DRYWALL GYPSUM,GYP,301,0000FF,23
6469639,6469219,519877,DOORS & HARDWARE INTERIOR,DR/HW,200,0000FF,113
6469640,6469219,519877,MISC. STEEL,MISC ST,100,0000FF,15
6469641,6469219,519877,GL 33 STAIRS 5 & 18,STAIR,0,0000FF,36
6469642,6469245,519877,GAS PURIFIER RM,GAS,0,0000FF,
6469643,6469245,519877,(New Code Value),(New),100,0000FF,
6469644,6469255,519877,INTERIOR STAIR TOWER - STAIR #21 (CLEAN ROOM),21,200,0000FF,55
6469645,6469255,519877,INTERIOR STAIR TOWER - STAIR #20,20,300,0000FF,48
6469646,6469255,519877,INTERIOR STAIR TOWER - STAIR #2 (CLEAN ROOM),2,2,0000FF,41
6469647,6469255,519877,INTERIOR STAIR TOWER - STAIR #3,3,600,0000FF,43
6469648,6469255,519877,INTERIOR STAIR TOWER - STAIR #4 (CLEAN ROOM),4,0,0000FF,44
6469649,6469255,519877,INTERIOR STAIR TOWERS - PROCUREMENT,PROC,1,0000FF,9
6469650,6469255,519877,GL 33 STAIR 5 (WEST),ST- 5,700,0000FF,56
6469651,6469255,519877,GL 33 STAIR 18 (EAST),ST- 18,800,0000FF,40
6469652,6469257,519877,INTERIOR STAIR TOWER - STAIR #22 - DE-SCOPED,22,101,0000FF,32
6469653,6469257,519877,INTERIOR STAIR TOWER - STAIR #19 (CLEAN ROOM) - DE-SCOPED,19,0,0000FF,35
6469654,6469257,519877,INTERIOR STAIR TOWER - STAIR #1 - DE-SCOPED,1,1,0000FF,24
6469655,6469257,519877,INTERIOR STAIR TOWER - STAIR #50 - DE-SCOPED,50,301,0000FF,19
6469656,6469260,519878,WAFFLE COATINGS,WFL,0,0000FF,
6469657,6469261,519878,ARCHITECTURE,ARCH,100,0000FF,
6469658,6469261,519878,STRUCTURE,STRUCTURE,0,0000FF,
6469659,6469262,519878,FIZ4 / SUES 5  (GL6-1) GL E-A,FIZ4,201,0000FF,
6469660,6469262,519878,Area FIZ2,FIZ2,101,0000FF,
6469661,6469266,519878,B5 - Area 12 (Gridlines 30-33),B5,301,0000FF,45
6469662,6469266,519878,B4 - Area 11 (Gridlines 27-30),B4,201,0000FF,55
6469663,6469266,519878,Interior Building Infill,MAIN INT,1401,0000FF,
6469664,6469266,519878,Roof Level & Exterior Skin,ROOF,1501,0000FF,
6469665,6469266,519878,A3 - Area 4 (Gridlines 12-9),A3,6,0000FF,46
6469666,6469266,519878,A2 - Area 5 (Gridlines 15-12),A2,7,0000FF,51
6469667,6469266,519878,A1 - Area 6 (Gridlines 18-15),A1,102,0000FF,69
6469668,6469266,519878,A4 - Area 3 (Gridlines 9-6),A4,5,0000FF,50
6469669,6469266,519878,B1 - Area 8 (Gridlines 18-21),B1,104,0000FF,64
6469670,6469266,519878,B2 - Area 9 (Gridlines 21-24),B2,105,0000FF,52
6469671,6469266,519878,B3 - Area 10 (Gridlines 24-27),B3,106,0000FF,57
6469672,6469266,519878,A5 - Area 2 (Gridlines 6-3),A5,3,0000FF,69
6469673,6469267,519878,FIZ1 (West Inner) GL J-G - DATA CENTER 2,FIZ1,1001,0000FF,88
6469674,6469267,519878,SUWS-1 - 18-15,SUWS-1,1401,0000FF,329
6469675,6469267,519878,SUWS-2 - 15-12,SUWS-2,1301,0000FF,207
6469676,6469267,519878,SUWS-3 - 12-9,SUWS3,1201,0000FF,288
6469677,6469267,519878,SUWS-4 - 9-6,SUWS4,1101,0000FF,177
6469678,6469267,519878,FIZ 2 / SUWS 5  (GL6-1) - GL J - N - DATA CENTER 1,SUWS5,901,0000FF,423
6469679,6469267,519878,SUWN-5 - 30-33,SUWN5,1901,0000FF,335
6469680,6469267,519878,SUWN-4 - 27-30,SUWN4,1801,0000FF,210
6469681,6469267,519878,SUWN-3 - 24-27,SUWN3,1701,0000FF,215
6469682,6469267,519878,SUWN-2 - 21-24,SUWN2,1601,0000FF,243
6469683,6469267,519878,SUWN-1 - 18-21,SUWN1,1501,0000FF,284
6469684,6469267,519878,NORTH WEST PENTHOUSE,NW,2001,0000FF,68
6469685,6469268,519878,FIZ3 (East Inner) GL G-E,FIZ3,1002,0000FF,79
6469686,6469268,519878,SUES-1 - 19-16,SUES1,501,0000FF,365
6469687,6469268,519878,SUES-2 - 16-13,SUES2,401,0000FF,180
6469688,6469268,519878,SUES-3 - 13-9,SUES3,301,0000FF,262
6469689,6469268,519878,SUES-4 - 9-6,SUES4,201,0000FF,179
6469690,6469268,519878,SUES-5 - 6-1 - FIZ - GL A -E,SUES5,110,0000FF,343
6469691,6469268,519878,SUEN-1 - 19-22,SUEN1,601,0000FF,279
6469692,6469268,519878,SUEN-2 - 22-25,SUEN2,701,0000FF,176
6469693,6469268,519878,SUEN-3 - 25-28,SUEN3,801,0000FF,264
6469694,6469268,519878,SUEN-4 - 28-31,SUEN4,901,0000FF,249
6469695,6469268,519878,SUEN-5 - 31-33,SUEN5,1001,0000FF,231
6469696,6469268,519878,NORTH EAST PENTHOUSE,NE,1201,0000FF,50
6469697,6469268,519878,SOUTH EAST PENTHOUSE,SE,1101,0000FF,70
6469698,6469269,519878,Submittal,Submittal,700,0000FF,
6469699,6469269,519878,CONCRETE SLABS,FRP,100,0000FF,46
6469700,6469269,519878,Interior & Architectural Finishes,Interiors,500,0000FF,
6469701,6469269,519878,ENCLOSURE,Enclosure,400,0000FF,71
6469702,6469269,519878,PRECAST,Precast,200,0000FF,27
6469703,6469269,519878,STEEL,Steel,300,0000FF,85
6469704,6469269,519878,Drawing Sets (from SECAI),Drawings,600,0000FF,
6469705,6469269,519878,RFI,RFI,800,0000FF,
6469706,6469269,519878,ELEVATORS,Elevators,301,0000FF,60
6469707,6469275,519878,SUE - 61 - GL 1-8 & A -E,SUES5-1,401,0000FF,12
6469708,6469275,519878,SUE - 62 - GL 8-15 & A -E,SUES5-2,301,0000FF,11
6469709,6469275,519878,SUE - 63 - GL 15-21 & A -E,SUES5-3,201,0000FF,9
6469710,6469275,519878,SUE - 64 - GL 22-27 & A -E,(New),101,0000FF,9
6469711,6469275,519878,SUE - 65 - GL 27-31 & A -E,(New)-1,1,0000FF,13
6469712,6469275,519878,SUE - 65 - GL 31-33 & A -E,(New)-2,0,0000FF,3
6469713,6469275,519878,SUE - Priority A,(New)-3,501,0000FF,
6469714,6469275,519878,SUE - Priority B,(New)-4,601,0000FF,
6469715,6469275,519878,SUE - Priority C,(New)-5,701,0000FF,
6469716,6469276,519878,SUW - 01 - GL 1-5 & J-N,(New)-2,1,0000FF,9
6469717,6469276,519878,SUW - 02 - GL 5-11 & J-N,(New)-1,101,0000FF,9
6469718,6469276,519878,SUW - 03 - GL 11-20 & J-N,(New),201,0000FF,12
6469719,6469276,519878,SUW - 04 - GL 21-23 & J-N,SUES5-3,301,0000FF,10
6469720,6469276,519878,SUW - 05 - GL 23-30 & J-N,SUES5-2,401,0000FF,11
6469721,6469276,519878,SUW - 06 - GL 30-33 & J-N,SUES5-1,501,0000FF,
6469722,6469276,519878,SUW - Priority A,(New)-3,601,0000FF,
6469723,6469276,519878,SUW - Priority B,(New)-4,701,0000FF,
6469724,6469276,519878,SUW - Priority C,(New)-5,801,0000FF,
6469725,6469281,519879,South Areas (Team A - Gridlines 3-17),A,0,0000FF,266
6469726,6469281,519879,North Areas (Team B -Gridlines 17-33),B,100,0000FF,227
6469727,6469282,519879,East Support Building,SUP-E,0,0000FF,1407
6469728,6469282,519879,West Support Building,SUP-W,1,0000FF,2325
6469729,6469402,519886,STAIR 5 (WEST) - K-L,5,0,0000FF,67
6469730,6469402,519886,STAIR 18 (EAST) - C-D,18,100,0000FF,56
6469731,6469403,519886,GL33 EXTERIOR AREA (SUE) - A-C,AC,0,0000FF,37
6469732,6469403,519886,GL33 EXTERIOR AREA (SUW) - L-N,LN,300,0000FF,33
6469733,6469403,519886,GL33 EXTERIOR AREA (FAB EAST) - D-G,DG,100,0000FF,45
6469734,6469403,519886,GL33 EXTERIOR AREA (FAB WEST) - G-K,GK,200,0000FF,44
6469735,6469404,519886,SUPERDECK LEAVEOUT AREA (L1-L3) - E-E.2,E,0,0000FF,
6469736,6469404,519886,LOADING DOCK LEAVEOUT AREA (L1-L2) - F.8-G.2,G,100,0000FF,
6469737,6469404,519886,SUPERDECK/LOADING DOCK LEAVEOUT AREA (L1-L4) - H.2-J,J,200,0000FF,
6469738,6469451,519887,SOUTH WALL - GL 3 - A-D,SEPH.S,1,0000FF,3
6469739,6469451,519887,EAST WALL - GL 3-5 - A LINE,SEPH.E,101,0000FF,
6469740,6469451,519887,NORTH WALL - GL 5 - A-C,SEPH.N,201,0000FF,9
6469741,6469451,519887,RFI & SHOP DRAWINGS,ADMN,0,0000FF,4
6469742,6469451,519887,PENTHOUSE INTERIOR,INT,301,0000FF,14
6469743,6469545,519907,SUE - GL 1-6,E.1-6,0,0000FF,4
6469744,6469545,519907,SUE - GL 6-12,E.6-12,1,0000FF,4
6469745,6469545,519907,SUE - GL 12-17,E.12-17,101,0000FF,5
6469746,6469545,519907,SUE - GL 17-19,E.17-19,201,0000FF,4
6469747,6469545,519907,SUE - GL 19-26,E.19-26,301,0000FF,6
6469748,6469545,519907,SUE - GL 26-33,E.26-33,401,0000FF,4
6469749,6469546,519907,SUW - GL 1-6,W.1-6,0,0000FF,4
6469750,6469546,519907,SUW - GL 6-11,W.6-11,1,0000FF,5
6469751,6469546,519907,SUW - GL 11-18,W.11-18,101,0000FF,5
6469752,6469546,519907,SUW - GL 29-33,W.29-33,401,0000FF,4
6469753,6469546,519907,SUW - GL 18-24,W.18-24,201,0000FF,4
6469754,6469546,519907,SUW - GL 24-29,W.24-29,301,0000FF,4
6469755,6469548,519908,SUW - ELEVATOR 3 (FREIGHT),3,0,0000FF,31
6469756,6469548,519908,SUW - ELEVATOR 5 (FREIGHT),5,201,0000FF,40
6469757,6469548,519908,SUE - ELEVATOR 18 (FREIGHT),18,301,0000FF,35
6469758,6469548,519908,SUE - ELEVATOR 20 (FREIGHT),20,1,0000FF,34
6469759,6469548,519908,SUE - ELEVATOR 22 (FREIGHT),22,101,0000FF,38
6469760,6469549,519908,SUW - ELEVATOR 01A (PHOSPHORIDE),01A,1,0000FF,21
6469761,6469549,519908,SUW - ELEVATOR 01 (FREIGHT),01,0,0000FF,29
6469762,6469549,519908,SUW - ELEVATOR 01B (PASSENGER),01B,101,0000FF,33
6469763,6469549,519908,SUW - ELEVATOR 2 (CLEAN PASSENGER),2,201,0000FF,30
6469764,6469549,519908,SUE - ELEVATOR 19 (CLEAN PHOSPHORIDE),19,301,0000FF,26
6469765,6469550,519909,L6 PARAPETS,P,0,0000FF,33
6469766,6469550,519909,L6 WATERPROOFING & ROOFING,RF,1,0000FF,15
6469767,6469551,519909,L6 PARAPETS,P,0,0000FF,31
6469768,6469551,519909,L6 WATERPROOFING & ROOFING,RF,1,0000FF,13
6469769,6469588,519920,3rd lvl FAB,(New)-1,900,0000FF,
6469770,6469621,519876,Precast Fabrication,03 PC FAB,700,0000FF,79
6469771,6469621,519876,FAB Subfab and Parapets,Elevated slabs-1,600,0000FF,38
6469772,6469621,519876,FAB Waffle Slabs,Elevated slabs,500,0000FF,45
6469773,6469621,519876,"Main Columns C,E,G,J,L & Intermediate H,F",Main,0,0000FF,22
6469774,6469621,519876,Inner Columns C&L,Inner,3,0000FF,
6469775,6469621,519876,Intermediate F&H,Intermediate,4,0000FF,
6469776,6469621,519876,SUE Columns,SUE,100,0000FF,
6469777,6469621,519876,SUW Columns,SUW,200,0000FF,
6469778,6469621,519876,"SUP EAST A,B",SUE (A&B),1,0000FF,20
6469779,6469621,519876,"SUP WEST N,M",SUW(N&M),2,0000FF,27
6469780,6469621,519876,FIZ WEST COLUMNS,FIZWEST,300,0000FF,
6469781,6469621,519876,FIZ EAST COLUMNS,FIZEAST,400,0000FF,
6469782,6469632,519877,DOORS & HARDWARE OVERHEAD,DR/HW,0,0000FF,23
6469783,6469657,519878,SUWN 3 - 5,SUWN 3/5,15,0000FF,
6469784,6469657,519878,SUWN 1 - 2,SUWN 1/2,14,0000FF,
6469785,6469657,519878,SUWS 3 - 5,SUWS 3/5,13,0000FF,
6469786,6469657,519878,SUWS 1 - 2,SUWS 1/2,12,0000FF,
6469787,6469657,519878,SUEN 3 - 5,SUEN 3/5,11,0000FF,
6469788,6469657,519878,SUEN 1 - 2,SUEN 1/2,10,0000FF,
6469789,6469657,519878,SUES 3 - 5,SUES 3/5,9,0000FF,
6469790,6469657,519878,SUES 1 - 2,SUES 1/2,8,0000FF,
6469791,6469657,519878,Fab B3 - B5,FAB B3 / 5,7,0000FF,
6469792,6469657,519878,Fab B1 - B2,FAB B1 / 2,6,0000FF,
6469793,6469657,519878,Fab A3 - A5,FAB A 3/5,5,0000FF,
6469794,6469657,519878,Fab A1 - A2,FAB A1/2,4,0000FF,
6469795,6469657,519878,FIZ 4,F4,3,0000FF,
6469796,6469657,519878,FIZ 3,F3,2,0000FF,
6469797,6469657,519878,FIZ 1,F1,0,0000FF,
6469798,6469657,519878,FIZ 2,F2,1,0000FF,
6469799,6469658,519878,SUWN 3 - 5,SUWN 3/5,1401,0000FF,
6469800,6469658,519878,SUWN 1 - 2,SUWN 1/2,1301,0000FF,
6469801,6469658,519878,SUWS 3 - 5,SUWS 3/5,1201,0000FF,
6469802,6469658,519878,SUWS 1 - 2,SUWS 1/2,1101,0000FF,
6469803,6469658,519878,SUEN 3 - 5,SUEN 3/5,1001,0000FF,
6469804,6469658,519878,SUEN 1 - 2,SUEN 1/2,901,0000FF,
6469805,6469658,519878,SUES 3 - 5,SUES 3/5,801,0000FF,
6469806,6469658,519878,SUES 1 - 2,SUES 1/2,701,0000FF,
6469807,6469658,519878,Fab B3 - B5,FAB B3 / 5,601,0000FF,
6469808,6469658,519878,Fab B1 - B2,FAB B1 / 2,501,0000FF,
6469809,6469658,519878,Fab A3 - A5,FAB A 3/5,401,0000FF,
6469811,6469658,519878,Fab A1 - A2,FAB A1/2,301,0000FF,
6469812,6469658,519878,FIZ 4,F4,201,0000FF,
6469813,6469658,519878,FIZ 3,F3,101,0000FF,
6469814,6469658,519878,FIZ 2,F2,1,0000FF,
6469815,6469658,519878,FIZ 1,F1,0,0000FF,
6469816,6469679,519878,SOUTH WEST PENTHOUSE,SW,1,0000FF,40
6469817,6469684,519878,NORTH WEST PENTHOUSE INTERIOR,INT,0,0000FF,
6469818,6469684,519878,NORTH WEST PENTHOUSE EXTERIOR,EXT,100,0000FF,
6469819,6469696,519878,NORTH EAST PENTHOUSE INTERIOR,INT,0,0000FF,
6469820,6469696,519878,NORTH EAST PENTHOUSE EXTERIOR,EXT,100,0000FF,
6469821,6469697,519878,SOUTH EAST PENTHOUSE INTERIOR,INT,0,0000FF,
6469822,6469697,519878,SOUTH EAST PENTHOUSE EXTERIOR,EXT,1,0000FF,
6469823,6469698,519878,Submittal 30 (A2 Foundation Shop Drawings),30,0,0000FF,4
6469824,6469698,519878,Submittal 25 (A1 Foundation Reinforcment Shop Drawings),25,100,0000FF,3
6469825,6469698,519878,Submittal 20 (F8 Foundation Reinforcment Shop Drawings),20,1,0000FF,3
6469826,6469698,519878,Submittal 31 (A3 Foundation Shop Drawings),31,200,0000FF,3
6469827,6469698,519878,Submittal 32 (F1 Foundation Shop Drawings),32,300,0000FF,2
6469828,6469698,519878,Submittal 33 (F2 Foundation Shop Drawings),33,400,0000FF,
6469829,6469698,519878,Submittal 34 (F3 Foundation Shop Drawings),34,500,0000FF,
6469830,6469698,519878,Submittal 35 (C4 Foundation Shop Drawings),35,600,0000FF,
6469831,6469700,519878,Priority 1 Interior & Architectural Scope,P1,0,0000FF,
6469832,6469700,519878,Priority 2 Interior & Architectural Scope,P2,100,0000FF,
6469833,6469702,519878,SUP Bldg FABRICATION,SUP Bldg,0,0000FF,57
6469834,6469704,519878,Schedules,(New)-1,400,0000FF,7
6469835,6469704,519878,F05,(New),300,0000FF,5
6469836,6469704,519878,F01B,F01,0,0000FF,3
6469837,6469704,519878,F03B,F03,100,0000FF,5
6469838,6469704,519878,F04,F04,200,0000FF,3
6469839,6469705,519878,"RFI 230 Wall Type at Main Stairs #1,2,3,4,19,20,21,22",230,0,0000FF,3
6469840,6469769,519920,Airlock #1,(New)-7,100,0000FF,3
6469841,6469769,519920,Airlock #22,(New)-6,301,0000FF,5
6469842,6469769,519920,Airlock #20,(New)-8,300,0000FF,4
6469843,6469769,519920,Airlock #5,(New)-2,202,0000FF,4
6469844,6469769,519920,Airlock #3,(New),200,0000FF,5
6469845,6469770,519876,Precast Fabricator - Heldenfehls,03 PC Fab-H,0,0000FF,
6469846,6469770,519876,Precast Fabricator - Coreslab,03 PC Fab-C,100,0000FF,
6469847,6469770,519876,Precast Fabricator - Tindall,03 PC Fab-T,200,0000FF,
6469848,6469770,519876,Precast Fabricator - Gates,03 PC Fab-G,300,0000FF,
6469849,6469816,519878,SOUTH WEST PENTHOUSE INTERIOR,INT,0,0000FF,
6469850,6469816,519878,SOUTH WEST PENTHOUSE EXTERIOR,EXT,100,0000FF,
6469851,6469831,519878,Doors & Hardware - OVERHEAD,DR&HW-2,301,0000FF,23
6469852,6469831,519878,Doors & Hardware - EXTERIOR,DR&HW-1,300,0000FF,17
6469853,6469831,519878,Stairs,Stairs,0,0000FF,46
6469854,6469831,519878,Misc. Steel,MISC Steel,100,0000FF,15
6469855,6469831,519878,Doors & Hardware - INTERIOR,DR&HW,200,0000FF,114
6469856,6469831,519878,Gypsum,Gypsum,302,0000FF,20
6469857,6469831,519878,Cold Formed Metal Framing,CFMF,400,0000FF,
6469858,6469831,519878,Insulation,INS,500,0000FF,3
6469859,6469831,519878,Expansion Control,EXP,600,0000FF,16
6469860,6469831,519878,Fireproofing,FP,700,0000FF,21
6469861,6469831,519878,CRC,CRC,800,0000FF,15
6469862,6469832,519878,Rough Carpentry,RC,0,0000FF,
6469863,6469832,519878,COUNTERTOPS,MW,100,0000FF,18
6469864,6469832,519878,Foam Insulation,Foam INS,200,0000FF,
6469865,6469832,519878,Tiling,Tile,300,0000FF,11
6469866,6469832,519878,Acoustic Panels,AP,400,0000FF,
6469868,6469832,519878,RAISED ACCESS FLOORING,Floor,500,0000FF,10
6469869,6469832,519878,Toilet Accessories - DIV10,Toilet,600,0000FF,10
6469870,6469832,519878,Wire Mesh Partitions,WMP,700,0000FF,
6469871,6469832,519878,Wall / Door Protection - DIV10,WDP,800,0000FF,13
6469872,6469845,519876,FAB - Main Columns,Main,0,0000FF,
6469873,6469845,519876,FAB - Intermediate Columns,Intermed,1,0000FF,
6469874,6469845,519876,SUE - Inner Columns - C (Set with FAB),SUE Inner Cols,101,0000FF,
6469875,6469845,519876,SUW - Inner Columns - L (Set with FAB),SUW Inner Cols,201,0000FF,
6469876,6469845,519876,FIZ - Columns,FIZ,203,0000FF,
6469877,6469845,519876,SUE - Columns A&B,SUE Cols A & B,102,0000FF,
6469878,6469845,519876,SUW - Columns M&N,SUW Cols M & N,202,0000FF,
6469920,,519884,Out of Seq - Drywall and Doors,OOS,100,0000FF,2
6469928,,519919,SECAI IMPACTING AREAS,SECAIMP,200,0000FF,2
6560194,,519919,PRIORITY DRYWALL AREAS,RM ELE,100,0000FF,4797
7075048,,557964,Temporary Certificate Occupancy 1,TCO 1,0,FF8000,691
7075049,,557964,Temporary Certificate Occupancy 2,TCO 2,100,008000,822
7075050,,557964,Temporary Certificate Occupancy 3,TCO 3,101,0080C0,2597
7075051,,557964,Temporary Certificate Occupancy 4,TCO 4,102,8080FF,696
7090044,,519886,SUW AD TROUGH,SUWAD,100,0000FF,8
7090045,,519886,SUE AD TROUGH,SUEAD,101,0000FF,5
7167214,,564787,Patriot Erectors (Misc Steel),Patriot,103,0000FF,217
7167219,,564787,Brazos Urethane (Roofing),Brazos,0,0000FF,434
7167222,,564787,Kovach Enclosure Systems (Composite Metal Panel),Kovach,0,0000FF,232
7167229,,564787,GDA Contractors (Expansion Joints),GDA,0,0000FF,72
7167949,7179251,564844,Install Door Hardware,06,9,0000FF,32
7167950,7179251,564844,Paint & Protect Doors & Frames,05,8,0000FF,606
7167951,7179251,564844,Door Install,04,7,0000FF,672
7167952,7179252,564844,Complete Drywall & Inspect,1,0,0000FF,538
7167953,7179252,564844,Complete Fire Caulk & Inspect,2,1,0000FF,310
7167954,7179252,564844,Complete Control Joint & Inspect,3,2,0000FF,295
7168624,7179251,564844,Install Door Frames,01,3,0000FF,672
7169074,7179251,564844,Door Assembly,B,11,0000FF,37
7169183,7179251,564844,Door Frame Grout,02,4,0000FF,80
7172090,,564844,Impact Activity (Constraint),IMPACT,302,0000FF,2732
7172092,,564844,Activity Performed by SECAI (Constraint),SECAI,402,0000FF,88
7172093,,564844,Handover to SECAI,HOSECAI,502,0000FF,5
7178660,7179251,564844,Door Package Install,C,12,0000FF,37
7178661,7179251,564844,Door Frame Paint & 1st Coat,03B,6,0000FF,42
7178662,7179251,564844,SECAI Rough In/Security,00B,2,0000FF,325
7178893,7179251,564844,Install/Rework Cladding and Header,00A,1,0000FF,7
7179249,7179251,564844,SECAI SCP Wall Finish,A01,10,0000FF,36
7179251,,564844,Doors,DOOR,202,0000FF,
7179252,,564844,Drywalls,DRYWALL,102,0000FF,
7219226,7179251,564844,Install Door Frame by SECAI,00C,0,0000FF,75
